"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","TG","OV15","OV25","OV35","TY","TR","homewinmargin","awaywinmargin","GSCS","GSH"
"14121","SP1",2021-10-02,"Ath Madrid","Barcelona",2,0,"H",2,0,"H",1.92,3.61,4.43,"2-0","2-0",6,3,9,2,2,1,0,0,2,"Y","N","N",3,0,-1,-2,"-1,-2",1
"14171","SP1",2021-10-03,"Granada","Sevilla",1,0,"H",1,0,"H",5.36,3.62,1.78,"1-0","1-0",3,1,14,3,3,4,0,1,1,"N","N","N",7,1,-1,-1,"-1,-1",0
"14181","SP1",2021-10-16,"Levante","Getafe",0,0,"D",0,0,"D",2.61,2.92,3.38,"0-0","0-0",6,2,14,4,3,3,0,0,0,"N","N","N",6,0,-3,-2,"-3,-2",-1
"14241","SP1",2021-10-18,"Alaves","Betis",0,1,"A",0,0,"D",3.62,3.46,2.19,"0-0","0-1",14,2,19,4,1,1,0,0,1,"N","N","N",2,0,-1,-2,"-1,-2",1
"14381","SP1",2021-10-26,"Villarreal","Cadiz",3,3,"D",1,2,"A",1.33,5.59,10.83,"1-2","3-3",14,5,9,4,3,6,0,0,6,"Y","Y","Y",9,0,-1,-2,"-1,-2",1
"14401","SP1",2021-10-27,"Vallecano","Barcelona",1,0,"H",1,0,"H",4.51,3.83,1.85,"1-0","1-0",13,3,16,1,2,2,0,0,1,"N","N","N",4,0,-1,-1,"-1,-1",0
"14661","SP1",2021-11-19,"Levante","Ath Bilbao",0,0,"D",0,0,"D",3.61,3.29,2.27,"0-0","0-0",15,2,7,2,2,1,0,0,0,"N","N","N",3,0,-3,-1,"-3,-1",-2
"14851","SP1",2021-11-29,"Osasuna","Elche",1,1,"D",1,1,"D",1.87,3.5,4.92,"1-1","1-1",17,4,10,4,1,3,0,0,2,"Y","N","N",4,0,-1,-3,"-1,-3",2
"14881","SP1",2021-12-04,"Sevilla","Villarreal",1,0,"H",1,0,"H",2.05,3.41,4.13,"1-0","1-0",8,3,16,2,2,2,0,0,1,"N","N","N",4,0,-1,-2,"-1,-2",1
"1507","SP1",2021-12-17,"Celta","Espanol",3,1,"H",1,0,"H",1.99,3.52,4.23,"1-0","3-1",12,5,6,3,2,1,0,0,4,"Y","Y","Y",3,0,-1,-1,"-1,-1",0
"1525","SP1",2022-01-02,"Alaves","Sociedad",1,1,"D",0,1,"A",3.58,3.15,2.29,"0-1","1-1",19,5,10,4,3,3,0,0,2,"Y","N","N",6,0,-3,-2,"-3,-2",-1
"1531","SP1",2022-01-08,"Levante","Mallorca",2,0,"H",0,0,"D",2.22,3.3,3.58,"0-0","2-0",16,8,15,8,3,1,1,0,2,"Y","N","N",4,1,-5,-1,"-5,-1",-4
"1535","SP1",2022-01-09,"Vallecano","Betis",1,1,"D",0,1,"A",2.57,3.51,2.79,"0-1","1-1",17,7,9,5,1,3,0,1,2,"Y","N","N",4,1,-2,-2,"-2,-2",0
"1538","SP1",2022-01-09,"Osasuna","Cadiz",2,0,"H",1,0,"H",1.75,3.3,6.13,"1-0","2-0",15,5,6,1,2,2,0,0,2,"Y","N","N",4,0,-2,-1,"-2,-1",-1
"1557","SP2",2021-08-21,"Alcorcon","Fuenlabrada",0,2,"A",0,0,"D",2.61,2.84,3.35,"0-0","0-2",16,5,11,5,0,0,0,0,2,"Y","N","N",0,0,-1,-1,"-1,-1",0
"1563","SP2",2021-08-23,"Leganes","Burgos",0,0,"D",0,0,"D",1.79,3.36,5.52,"0-0","0-0",24,6,5,1,0,1,0,1,0,"N","N","N",1,1,-1,-1,"-1,-1",0
"1574","SP2",2021-08-30,"Zaragoza","Cartagena",0,1,"A",0,0,"D",2.2,3,4.06,"0-0","0-1",12,5,6,2,2,3,0,0,1,"N","N","N",5,0,-2,-2,"-2,-2",0
"1583","SP2",2021-09-05,"Alcorcon","Zaragoza",1,2,"A",1,0,"H",2.32,2.89,3.9,"1-0","1-2",7,2,15,4,2,2,0,0,3,"Y","Y","N",4,0,-1,-1,"-1,-1",0
"1595","SP2",2021-09-12,"Malaga","Girona",2,0,"H",1,0,"H",2.63,2.9,3.24,"1-0","2-0",14,6,10,3,3,5,0,0,2,"Y","N","N",8,0,-2,-1,"-2,-1",-1
"1601","SP2",2021-09-18,"Girona","Valladolid",1,0,"H",0,0,"D",2.7,2.85,3.15,"0-0","1-0",9,2,15,3,2,2,0,0,1,"N","N","N",4,0,-2,-2,"-2,-2",0
"1614","SP2",2021-09-26,"Sp Gijon","Malaga",2,1,"H",0,1,"A",1.83,3.34,5.11,"0-1","2-1",27,4,3,3,4,6,0,1,3,"Y","Y","N",10,1,-1,-4,"-1,-4",3
"1617","SP2",2021-09-26,"Valladolid","Alcorcon",2,0,"H",1,0,"H",1.76,3.43,5.47,"1-0","2-0",19,8,10,4,2,1,0,0,2,"Y","N","N",3,0,-1,-4,"-1,-4",3
"1623","SP2",2021-10-02,"Alcorcon","Sociedad B",1,4,"A",1,2,"A",2.3,2.98,3.72,"1-2","1-4",15,6,10,7,5,0,0,0,5,"Y","Y","Y",5,0,-2,-2,"-2,-2",0
"1626","SP2",2021-10-03,"Burgos","Mirandes",1,0,"H",1,0,"H",2.26,3.01,3.78,"1-0","1-0",7,3,13,3,1,1,0,0,1,"N","N","N",2,0,-2,-1,"-2,-1",-1
"1636","SP2",2021-10-10,"Cartagena","Ibiza",5,1,"H",3,0,"H",2.57,3,3.16,"3-0","5-1",15,6,8,2,1,2,0,1,6,"Y","Y","Y",3,1,-3,-2,"-3,-2",-1
"1657","SP2",2021-10-20,"Alcorcon","Leganes",3,3,"D",2,2,"D",3.37,2.79,2.61,"2-2","3-3",8,5,22,11,4,2,0,0,6,"Y","Y","Y",6,0,-1,-2,"-1,-2",1
"1676","SP2",2021-10-30,"Huesca","Amorebieta",1,1,"D",1,0,"H",1.58,3.69,6.25,"1-0","1-1",10,2,6,0,2,1,0,0,2,"Y","N","N",3,0,-2,-1,"-2,-1",-1
"1677","SP2",2021-10-30,"Lugo","Sp Gijon",1,1,"D",0,0,"D",3.24,2.83,2.66,"0-0","1-1",15,3,18,6,2,4,0,0,2,"Y","N","N",6,0,-1,-1,"-1,-1",0
"1678","SP2",2021-10-30,"Cartagena","Ponferradina",0,1,"A",0,1,"A",2.13,3.09,4.05,"0-1","0-1",11,3,12,4,0,0,0,0,1,"N","N","N",0,0,-1,-1,"-1,-1",0
"1687","SP2",2021-11-02,"Leganes","Cartagena",1,1,"D",1,1,"D",1.85,3.29,5.38,"1-1","1-1",16,6,2,2,1,4,0,0,2,"Y","N","N",5,0,-1,-1,"-1,-1",0
"1695","SP2",2021-11-04,"Malaga","Sociedad B",2,1,"H",2,1,"H",1.69,3.5,6.05,"2-1","2-1",8,4,13,2,1,2,0,0,3,"Y","Y","N",3,0,-1,-1,"-1,-1",0
"1707","SP2",2021-11-12,"Sp Gijon","Sociedad B",0,1,"A",0,0,"D",1.8,3.48,5.33,"0-0","0-1",6,2,11,5,2,1,0,0,1,"N","N","N",3,0,-2,-1,"-2,-1",-1
"1710","SP2",2021-11-13,"Mirandes","Huesca",0,1,"A",0,0,"D",3.17,3.27,2.4,"0-0","0-1",15,4,13,4,2,4,0,0,1,"N","N","N",6,0,-2,-2,"-2,-2",0
"1718","SP2",2021-11-19,"Fuenlabrada","Mirandes",1,1,"D",1,0,"H",2.22,3.12,3.87,"1-0","1-1",6,2,18,4,7,3,1,0,2,"Y","N","N",10,1,-3,-1,"-3,-1",-2
"1725","SP2",2021-11-21,"Tenerife","Alcorcon",1,0,"H",0,0,"D",1.47,4.21,7.94,"0-0","1-0",7,3,11,1,1,4,0,0,1,"N","N","N",5,0,-1,-1,"-1,-1",0
"1726","SP2",2021-11-21,"Ponferradina","Sp Gijon",4,1,"H",3,0,"H",2.61,3,3.11,"3-0","4-1",14,7,11,2,2,2,0,0,5,"Y","Y","Y",4,0,-1,-1,"-1,-1",0
"1736","SP2",2021-11-28,"Amorebieta","Zaragoza",1,1,"D",1,1,"D",3.18,2.9,2.64,"1-1","1-1",8,0,6,2,5,2,1,0,2,"Y","N","N",7,1,-2,-2,"-2,-2",0
"1755","SP2",2021-12-11,"Eibar","Malaga",2,2,"D",2,1,"H",1.78,3.53,5.09,"2-1","2-2",12,5,14,4,2,1,0,0,4,"Y","Y","Y",3,0,-1,-1,"-1,-1",0
"1761","SP2",2021-12-13,"Mirandes","Sociedad B",2,0,"H",0,0,"D",2.16,3.24,3.74,"0-0","2-0",8,2,10,3,0,1,0,0,2,"Y","N","N",1,0,-1,-1,"-1,-1",0
"1766","SP2",2021-12-19,"Fuenlabrada","Oviedo",0,0,"D",0,0,"D",3.03,2.97,2.69,"0-0","0-0",13,0,9,1,5,3,0,0,0,"N","N","N",8,0,-2,-1,"-2,-1",-1
"1779","SP2",2022-01-02,"Mirandes","Zaragoza",2,0,"H",1,0,"H",3.45,3.3,2.16,"1-0","2-0",8,3,12,2,5,3,0,1,2,"Y","N","N",8,1,-3,-2,"-3,-2",-1
"17871","SP2",2022-01-08,"Leganes","Sociedad B",1,1,"D",0,0,"D",1.74,3.37,5.89,"0-0","1-1",17,6,6,1,2,2,0,0,2,"Y","N","N",4,0,-1,-1,"-1,-1",0
"17911","SP2",2022-01-09,"Ponferradina","Zaragoza",0,0,"D",0,0,"D",2.54,3.06,3.14,"0-0","0-0",18,5,10,3,3,1,0,0,0,"N","N","N",4,0,-2,-2,"-2,-2",0
"3083","T1",2021-08-20,"Kayserispor","Ad. Demirspor",1,1,"D",1,0,"H",3.28,3.39,2.34,"1-0","1-1",12,3,12,6,1,6,0,0,2,"Y","N","N",7,0,-3,-1,"-3,-1",-2
"3098","T1",2021-08-28,"Hatayspor","Alanyaspor",5,0,"H",3,0,"H",2.37,3.58,3.01,"3-0","5-0",16,8,8,1,5,1,0,0,5,"Y","Y","Y",6,0,-1,-3,"-1,-3",2
"3100","T1",2021-08-29,"Sivasspor","Goztep",2,2,"D",1,0,"H",2.14,3.39,3.7,"1-0","2-2",11,3,8,5,0,1,1,0,4,"Y","Y","Y",1,1,-1,-1,"-1,-1",0
"3111","T1",2021-09-13,"Alanyaspor","Giresunspor",1,0,"H",1,0,"H",2.04,3.58,3.77,"1-0","1-0",9,2,15,6,3,4,0,0,1,"N","N","N",7,0,-5,-1,"-5,-1",-4
"31171","T1",2021-09-18,"Ad. Demirspor","Rizespor",3,1,"H",2,0,"H",1.88,3.81,4.25,"2-0","3-1",23,7,9,3,2,4,0,0,4,"Y","Y","Y",6,0,-4,-2,"-4,-2",-2
"31291","T1",2021-09-22,"Kayserispor","Galatasaray",3,0,"H",2,0,"H",4.69,3.75,1.82,"2-0","3-0",11,4,19,2,3,3,0,0,3,"Y","Y","N",6,0,-1,-1,"-1,-1",0
"31381","T1",2021-09-26,"Buyuksehyr","Rizespor",3,0,"H",1,0,"H",1.69,3.91,5.45,"1-0","3-0",15,8,14,2,0,0,0,0,3,"Y","Y","N",0,0,-1,-1,"-1,-1",0
"31401","T1",2021-09-26,"Galatasaray","Goztep",2,1,"H",0,1,"A",1.52,4.54,6.48,"0-1","2-1",14,5,6,1,3,0,0,0,3,"Y","Y","N",3,0,-3,-2,"-3,-2",-1
"31491","T1",2021-10-03,"Yeni Malatyaspor","Hatayspor",0,2,"A",0,1,"A",3.36,3.62,2.2,"0-1","0-2",15,2,15,6,2,3,0,0,2,"Y","N","N",5,0,-1,-1,"-1,-1",0
"31551","T1",2021-10-16,"Sivasspor","Antalyaspor",2,2,"D",2,2,"D",1.87,3.67,4.5,"2-2","2-2",9,2,9,3,2,6,0,0,4,"Y","Y","Y",8,0,-1,-1,"-1,-1",0
"31571","T1",2021-10-17,"Kasimpasa","Goztep",1,2,"A",0,0,"D",2.36,3.49,3.1,"0-0","1-2",13,4,13,10,3,1,0,0,3,"Y","Y","N",4,0,-1,-1,"-1,-1",0
"31641","T1",2021-10-23,"Rizespor","Kasimpasa",2,1,"H",1,0,"H",2.95,3.5,2.48,"1-0","2-1",8,3,18,5,3,4,0,0,3,"Y","Y","N",7,0,-2,-1,"-2,-1",-1
"31661","T1",2021-10-23,"Konyaspor","Kayserispor",2,0,"H",2,0,"H",1.76,4,4.74,"2-0","2-0",11,3,11,3,2,3,0,0,2,"Y","N","N",5,0,-1,-3,"-1,-3",2
"31961","T1",2021-11-20,"Alanyaspor","Besiktas",2,0,"H",1,0,"H",2.91,3.74,2.4,"1-0","2-0",12,3,16,5,2,1,0,0,2,"Y","N","N",3,0,-2,-1,"-2,-1",-1
"32111","T1",2021-11-28,"Yeni Malatyaspor","Galatasaray",0,0,"D",0,0,"D",4.77,3.91,1.75,"0-0","0-0",7,2,13,2,5,2,0,0,0,"N","N","N",7,0,-1,-1,"-1,-1",0
"32331","T1",2021-12-17,"Giresunspor","Altay",3,1,"H",1,0,"H",1.93,3.69,4.13,"1-0","3-1",11,5,15,5,1,2,0,0,4,"Y","Y","Y",3,0,-1,-1,"-1,-1",0
"32401","T1",2021-12-19,"Goztep","Karagumruk",0,1,"A",0,0,"D",2.4,3.65,2.96,"0-0","0-1",12,4,17,3,3,1,0,0,1,"N","N","N",4,0,-2,-3,"-2,-3",1
