"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","all_matchday"
"297","E0",2025-04-02,"Southampton","Crystal Palace",1,1,"D",1,0,"H",5.72,4.05,1.63,"1-0","1-1",8,2,9,3,2,1,0,0,2,2,14,9,2,4,23,"2-2","Y","N","N",3,0,30
"298","E0",2025-04-02,"Liverpool","Everton",1,0,"H",0,0,"D",1.36,5.19,9.2,"0-0","1-0",17,3,5,0,2,2,0,0,11,5,7,11,1,16,18,"11-5","N","N","N",4,0,30
"299","E0",2025-04-03,"Chelsea","Tottenham",1,0,"H",0,0,"D",1.66,4.58,4.59,"0-0","1-0",11,5,8,2,5,5,0,0,4,6,7,16,1,10,23,"4-6","N","N","N",10,0,30
"300","E0",2025-04-05,"Everton","Arsenal",1,1,"D",0,1,"A",5.3,3.39,1.81,"0-1","1-1",5,2,14,5,3,1,0,0,3,8,17,13,2,11,30,"3-8","Y","N","N",4,0,30
"301","E0",2025-04-05,"Crystal Palace","Brighton",2,1,"H",1,1,"D",2.5,3.46,2.9,"1-1","2-1",8,3,11,5,0,1,2,1,2,4,12,13,3,6,25,"2-4","Y","Y","N",1,3,31
"302","E0",2025-04-05,"Ipswich","Wolves",1,2,"A",1,0,"H",2.78,3.3,2.71,"1-0","1-2",6,2,22,7,2,2,0,0,4,8,12,16,3,12,28,"4-8","Y","Y","N",4,0,31
"303","E0",2025-04-05,"West Ham","Bournemouth",2,2,"D",0,1,"A",3.03,3.53,2.38,"0-1","2-2",9,3,11,4,2,2,0,0,4,7,13,13,4,11,26,"4-7","Y","Y","Y",4,0,31
"304","E0",2025-04-05,"Aston Villa","Nottm Forest",2,1,"H",2,0,"H",2,3.69,3.8,"2-0","2-1",17,8,19,3,2,2,0,0,4,4,7,15,3,8,22,"4-4","Y","Y","N",4,0,31
"305","E0",2025-04-06,"Brentford","Chelsea",0,0,"D",0,0,"D",3.26,3.8,2.16,"0-0","0-0",9,2,21,5,1,3,0,0,3,6,12,12,0,9,24,"3-6","N","N","N",4,0,31
"306","E0",2025-04-06,"Fulham","Liverpool",3,2,"H",3,1,"H",4.27,3.75,1.87,"3-1","3-2",12,6,14,6,3,0,0,0,4,4,10,9,5,8,19,"4-4","Y","Y","Y",3,0,31
"307","E0",2025-04-06,"Tottenham","Southampton",3,1,"H",2,0,"H",1.39,5.42,7.33,"2-0","3-1",13,8,12,4,1,1,0,0,4,1,16,20,4,5,36,"4-1","Y","Y","Y",2,0,31
"308","E0",2025-04-06,"Man United","Man City",0,0,"D",0,0,"D",3.39,3.66,2.15,"0-0","0-0",13,2,9,5,3,2,0,0,5,3,13,9,0,8,22,"5-3","N","N","N",5,0,31
"309","E0",2025-04-07,"Leicester","Newcastle",0,3,"A",0,3,"A",6.61,4.47,1.51,"0-3","0-3",7,2,16,5,2,0,0,0,12,2,8,9,3,14,17,"12-2","Y","Y","N",2,0,31
"310","E0",2025-04-12,"Man City","Crystal Palace",5,2,"H",2,2,"D",1.5,4.81,6.12,"2-2","5-2",21,9,8,3,2,3,0,0,1,4,10,16,7,5,26,"1-4","Y","Y","Y",5,0,31
"311","E0",2025-04-12,"Brighton","Leicester",2,2,"D",1,1,"D",1.27,5.96,10.93,"1-1","2-2",21,7,15,6,2,5,0,0,3,6,9,11,4,9,20,"3-6","Y","Y","Y",7,0,32
"312","E0",2025-04-12,"Nottm Forest","Everton",0,1,"A",0,0,"D",2.13,3.38,3.72,"0-0","0-1",10,5,13,5,0,3,0,0,1,7,9,13,1,8,22,"1-7","N","N","N",3,0,32
"313","E0",2025-04-12,"Southampton","Aston Villa",0,3,"A",0,0,"D",5.75,4.49,1.56,"0-0","0-3",7,2,25,10,3,1,0,0,2,14,11,4,3,16,15,"2-14","Y","Y","N",4,0,32
"314","E0",2025-04-12,"Arsenal","Brentford",1,1,"D",0,0,"D",1.63,4.17,5.42,"0-0","1-1",14,3,3,2,1,3,0,0,13,5,7,9,2,18,16,"13-5","Y","N","N",4,0,32
"315","E0",2025-04-13,"Chelsea","Ipswich",2,2,"D",0,2,"A",1.25,6.84,10.14,"0-2","2-2",34,9,13,4,2,2,0,0,15,4,11,7,4,19,18,"15-4","Y","Y","Y",4,0,32
"316","E0",2025-04-13,"Liverpool","West Ham",2,1,"H",1,0,"H",1.3,6.09,9.78,"1-0","2-1",15,6,11,4,0,2,0,0,10,3,15,8,3,13,23,"10-3","Y","Y","N",2,0,32
"317","E0",2025-04-13,"Wolves","Tottenham",4,2,"H",2,0,"H",2.25,3.57,3.23,"2-0","4-2",13,5,11,4,1,2,0,0,1,4,12,15,6,5,27,"1-4","Y","Y","Y",3,0,32
"318","E0",2025-04-13,"Newcastle","Man United",4,1,"H",1,1,"D",1.66,4.29,4.97,"1-1","4-1",13,6,9,5,0,2,0,0,7,2,7,9,5,9,16,"7-2","Y","Y","Y",2,0,32
"319","E0",2025-04-14,"Bournemouth","Fulham",1,0,"H",1,0,"H",2.16,3.62,3.39,"1-0","1-0",12,3,12,7,3,2,0,0,6,9,11,10,1,15,21,"6-9","N","N","N",5,0,32
"320","E0",2025-04-16,"Newcastle","Crystal Palace",5,0,"H",4,0,"H",1.72,4.01,4.84,"4-0","5-0",14,7,11,4,2,3,0,0,5,4,9,15,5,9,24,"5-4","Y","Y","Y",5,0,32
"321","E0",2025-04-19,"Brentford","Brighton",4,2,"H",1,1,"D",2.56,3.59,2.75,"1-1","4-2",16,8,12,3,3,3,0,1,4,8,7,11,6,12,18,"4-8","Y","Y","Y",6,1,33
"322","E0",2025-04-19,"Crystal Palace","Bournemouth",0,0,"D",0,0,"D",2.59,3.61,2.71,"0-0","0-0",5,0,15,4,3,4,1,0,5,4,13,10,0,9,23,"5-4","N","N","N",7,1,33
"323","E0",2025-04-19,"Everton","Man City",0,2,"A",0,0,"D",3.79,3.74,1.99,"0-0","0-2",8,3,12,7,4,0,0,0,2,5,7,6,2,7,13,"2-5","Y","N","N",4,0,33
"324","E0",2025-04-19,"West Ham","Southampton",1,1,"D",0,0,"D",1.5,4.61,6.49,"0-0","1-1",12,4,15,4,2,1,0,0,2,5,14,13,2,7,27,"2-5","Y","N","N",3,0,33
"325","E0",2025-04-19,"Aston Villa","Newcastle",4,1,"H",1,1,"D",2.38,3.7,2.92,"1-1","4-1",23,9,10,3,1,3,0,0,7,7,9,12,5,14,21,"7-7","Y","Y","Y",4,0,33
"326","E0",2025-04-20,"Fulham","Chelsea",1,2,"A",1,0,"H",2.9,3.55,2.45,"1-0","1-2",6,1,13,8,1,3,0,0,6,4,13,9,3,10,22,"6-4","Y","Y","N",4,0,33
"327","E0",2025-04-20,"Ipswich","Arsenal",0,4,"A",0,2,"A",7.87,4.95,1.41,"0-2","0-4",4,0,24,7,0,0,1,0,0,12,10,7,4,12,17,"0-12","Y","Y","Y",0,1,33
"328","E0",2025-04-20,"Man United","Wolves",0,1,"A",0,0,"D",2.01,3.63,3.82,"0-0","0-1",12,2,4,2,2,3,0,0,9,2,11,18,1,11,29,"9-2","N","N","N",5,0,33
"329","E0",2025-04-20,"Leicester","Liverpool",0,1,"A",0,0,"D",11.65,6.96,1.23,"0-0","0-1",5,0,28,10,1,2,0,0,1,13,11,7,1,14,18,"1-13","N","N","N",3,0,33
"330","E0",2025-04-21,"Tottenham","Nottm Forest",1,2,"A",0,2,"A",2.52,3.78,2.69,"0-2","1-2",22,6,4,3,1,4,0,0,7,1,11,12,3,8,23,"7-1","Y","Y","N",5,0,33
"331","E0",2025-04-22,"Man City","Aston Villa",2,1,"H",1,1,"D",1.87,4.09,4,"1-1","2-1",14,6,7,3,3,3,0,0,10,2,9,10,3,12,19,"10-2","Y","Y","N",6,0,34
"332","E0",2025-04-23,"Arsenal","Crystal Palace",2,2,"D",2,1,"H",1.42,4.74,8.22,"2-1","2-2",12,6,15,4,1,1,0,0,3,6,4,6,4,9,10,"3-6","Y","Y","Y",2,0,34
"333","E0",2025-04-26,"Chelsea","Everton",1,0,"H",1,0,"H",1.58,4.17,6.05,"1-0","1-0",10,7,6,3,0,0,0,0,10,2,11,11,1,12,22,"10-2","N","N","N",0,0,34
"334","E0",2025-04-26,"Brighton","West Ham",3,2,"H",1,0,"H",1.7,4.2,4.75,"1-0","3-2",16,9,12,4,1,1,0,0,8,1,7,9,5,9,16,"8-1","Y","Y","Y",2,0,34
"335","E0",2025-04-26,"Newcastle","Ipswich",3,0,"H",1,0,"H",1.18,8.02,14.29,"1-0","3-0",25,5,4,0,1,2,0,1,11,2,9,9,3,13,18,"11-2","Y","Y","N",3,1,34
"336","E0",2025-04-26,"Southampton","Fulham",1,2,"A",1,0,"H",5.28,4.2,1.64,"1-0","1-2",7,3,26,5,1,1,0,0,0,13,10,12,3,13,22,"0-13","Y","Y","N",2,0,34
"337","E0",2025-04-26,"Wolves","Leicester",3,0,"H",1,0,"H",1.52,4.45,6.49,"1-0","3-0",20,6,8,2,1,4,0,0,4,2,7,17,3,6,24,"4-2","Y","Y","N",5,0,34
"338","E0",2025-04-27,"Bournemouth","Man United",1,1,"D",1,0,"H",1.68,4.21,4.86,"1-0","1-1",8,1,25,6,4,2,1,0,5,10,11,12,2,15,23,"5-10","Y","N","N",6,1,34
"339","E0",2025-04-27,"Liverpool","Tottenham",5,1,"H",3,1,"H",1.27,6.89,9.07,"3-1","5-1",25,8,8,3,2,1,0,0,8,2,16,9,6,10,25,"8-2","Y","Y","Y",3,0,34
"340","E0",2025-05-01,"Nottm Forest","Brentford",0,2,"A",0,1,"A",2.2,3.58,3.34,"0-1","0-2",14,5,11,3,3,5,0,0,4,5,10,12,2,9,22,"4-5","Y","N","N",8,0,34
"341","E0",2025-05-02,"Man City","Wolves",1,0,"H",1,0,"H",1.41,5.27,7.55,"1-0","1-0",9,2,6,1,0,0,0,0,4,5,7,11,1,9,18,"4-5","N","N","N",0,0,35
"342","E0",2025-05-03,"Aston Villa","Fulham",1,0,"H",1,0,"H",1.82,3.96,4.27,"1-0","1-0",10,3,11,3,0,5,0,0,5,3,6,17,1,8,23,"5-3","N","N","N",5,0,35
"343","E0",2025-05-03,"Everton","Ipswich",2,2,"D",2,1,"H",1.47,4.53,7.28,"2-1","2-2",8,3,12,5,4,4,0,0,3,3,12,15,4,6,27,"3-3","Y","Y","Y",8,0,35
"344","E0",2025-05-03,"Leicester","Southampton",2,0,"H",2,0,"H",2.37,3.7,2.93,"2-0","2-0",14,4,8,2,1,3,0,0,7,7,12,13,2,14,25,"7-7","Y","N","N",4,0,35
"345","E0",2025-05-03,"Arsenal","Bournemouth",1,2,"A",1,0,"H",2.07,3.63,3.62,"1-0","1-2",13,4,9,2,0,2,0,0,2,3,7,16,3,5,23,"2-3","Y","Y","N",2,0,35
"346","E0",2025-05-04,"Brentford","Man United",4,3,"H",2,1,"H",1.7,4.23,4.7,"2-1","4-3",12,6,14,5,0,2,0,0,7,4,8,10,7,11,18,"7-4","Y","Y","Y",2,0,35
"347","E0",2025-05-04,"Brighton","Newcastle",1,1,"D",1,0,"H",2.92,3.82,2.33,"1-0","1-1",5,2,13,5,2,1,0,0,1,4,15,10,2,5,25,"1-4","Y","N","N",3,0,35
"348","E0",2025-05-04,"West Ham","Tottenham",1,1,"D",1,1,"D",2.08,3.73,3.5,"1-1","1-1",11,2,7,2,2,2,0,0,1,3,18,15,2,4,33,"1-3","Y","N","N",4,0,35
"349","E0",2025-05-04,"Chelsea","Liverpool",3,1,"H",1,0,"H",2.19,3.78,3.21,"1-0","3-1",17,7,11,2,2,2,0,0,3,6,10,11,4,9,21,"3-6","Y","Y","Y",4,0,35
"350","E0",2025-05-05,"Crystal Palace","Nottm Forest",1,1,"D",0,0,"D",2.31,3.44,3.23,"0-0","1-1",20,3,12,4,3,8,0,0,7,4,9,15,2,11,24,"7-4","Y","N","N",11,0,35
"351","E0",2025-05-10,"Fulham","Everton",1,3,"A",1,1,"D",1.88,3.57,4.45,"1-1","1-3",18,6,11,7,1,0,0,0,5,5,15,9,4,10,24,"5-5","Y","Y","Y",1,0,36
"352","E0",2025-05-10,"Ipswich","Brentford",0,1,"A",0,1,"A",5.1,4.21,1.66,"0-1","0-1",11,4,15,5,2,4,0,0,5,6,6,12,1,11,18,"5-6","N","N","N",6,0,36
"353","E0",2025-05-10,"Southampton","Man City",0,0,"D",0,0,"D",14.01,7.65,1.19,"0-0","0-0",2,0,26,5,2,0,0,0,1,15,9,8,0,16,17,"1-15","N","N","N",2,0,36
"354","E0",2025-05-10,"Wolves","Brighton",0,2,"A",0,1,"A",2.76,3.47,2.61,"0-1","0-2",10,3,7,2,1,1,0,0,7,4,8,12,2,11,20,"7-4","Y","N","N",2,0,36
"355","E0",2025-05-10,"Bournemouth","Aston Villa",0,1,"A",0,1,"A",2.46,3.75,2.78,"0-1","0-1",10,4,6,3,4,3,0,1,10,0,19,12,1,10,31,"10-0","N","N","N",7,1,36
"356","E0",2025-05-11,"Newcastle","Chelsea",2,0,"H",1,0,"H",2.15,3.78,3.28,"1-0","2-0",15,6,10,3,4,2,0,1,2,8,9,13,2,10,22,"2-8","Y","N","N",6,1,36
"357","E0",2025-05-11,"Man United","West Ham",0,2,"A",0,1,"A",1.93,3.78,3.95,"0-1","0-2",20,5,9,4,0,1,0,0,8,5,3,13,2,13,16,"8-5","Y","N","N",1,0,36
"358","E0",2025-05-11,"Nottm Forest","Leicester",2,2,"D",1,1,"D",1.34,5.56,8.99,"1-1","2-2",15,4,10,6,3,3,0,0,4,4,11,11,4,8,22,"4-4","Y","Y","Y",6,0,36
"359","E0",2025-05-11,"Tottenham","Crystal Palace",0,2,"A",0,1,"A",2.69,3.74,2.54,"0-1","0-2",8,1,23,10,1,1,0,0,4,8,12,10,2,12,22,"4-8","Y","N","N",2,0,36
"360","E0",2025-05-11,"Liverpool","Arsenal",2,2,"D",2,0,"H",2.08,3.54,3.71,"2-0","2-2",14,5,15,7,1,1,0,1,3,1,13,10,4,4,23,"3-1","Y","Y","Y",2,1,36
"361","E0",2025-05-16,"Aston Villa","Tottenham",2,0,"H",0,0,"D",1.33,6.02,8.61,"0-0","2-0",18,7,3,1,1,2,0,0,9,1,5,12,2,10,17,"9-1","Y","N","N",3,0,37
"362","E0",2025-05-16,"Chelsea","Man United",1,0,"H",0,0,"D",1.47,4.89,6.68,"0-0","1-0",11,3,4,1,1,6,0,0,7,2,10,14,1,9,24,"7-2","N","N","N",7,0,37
"363","E0",2025-05-18,"Everton","Southampton",2,0,"H",2,0,"H",1.4,4.9,8.19,"2-0","2-0",13,5,6,2,1,1,0,0,4,5,6,10,2,9,16,"4-5","Y","N","N",2,0,37
"364","E0",2025-05-18,"West Ham","Nottm Forest",1,2,"A",0,1,"A",2.84,3.43,2.56,"0-1","1-2",16,5,10,5,6,3,0,0,8,7,14,7,3,15,21,"8-7","Y","Y","N",9,0,37
"365","E0",2025-05-18,"Brentford","Fulham",2,3,"A",2,1,"H",1.96,3.95,3.68,"2-1","2-3",11,6,16,7,4,4,0,0,5,3,12,8,5,8,20,"5-3","Y","Y","Y",8,0,37
"366","E0",2025-05-18,"Leicester","Ipswich",2,0,"H",1,0,"H",2.37,3.65,2.97,"1-0","2-0",9,3,20,2,1,0,0,0,2,2,15,12,2,4,27,"2-2","Y","N","N",1,0,37
"367","E0",2025-05-18,"Arsenal","Newcastle",1,0,"H",0,0,"D",2.03,3.58,3.83,"0-0","1-0",12,4,14,5,3,3,0,0,10,7,9,9,1,17,18,"10-7","N","N","N",6,0,37
"368","E0",2025-05-19,"Brighton","Liverpool",3,2,"H",1,2,"A",2.69,3.83,2.49,"1-2","3-2",25,12,18,5,1,0,0,0,3,3,9,8,5,6,17,"3-3","Y","Y","Y",1,0,37
"369","E0",2025-05-20,"Crystal Palace","Wolves",4,2,"H",2,1,"H",2.29,3.37,3.34,"2-1","4-2",14,10,12,3,1,2,0,0,0,10,14,8,6,10,22,"0-10","Y","Y","Y",3,0,37
"370","E0",2025-05-20,"Man City","Bournemouth",3,1,"H",2,0,"H",1.57,4.52,5.6,"2-0","3-1",12,5,8,2,1,3,1,1,3,1,7,13,4,4,20,"3-1","Y","Y","Y",4,2,37
"371","E0",2025-05-25,"Bournemouth","Leicester",2,0,"H",0,0,"D",1.34,5.82,8.37,"0-0","2-0",20,7,3,0,0,2,0,0,6,1,19,16,2,7,35,"6-1","Y","N","N",2,0,38
"372","E0",2025-05-25,"Fulham","Man City",0,2,"A",0,1,"A",5.54,4.19,1.62,"0-1","0-2",13,3,20,5,0,0,0,0,1,6,11,5,2,7,16,"1-6","Y","N","N",0,0,38
"373","E0",2025-05-25,"Ipswich","West Ham",1,3,"A",0,1,"A",3.02,3.9,2.24,"0-1","1-3",14,4,10,6,1,1,0,0,4,0,10,9,4,4,19,"4-0","Y","Y","Y",2,0,38
"374","E0",2025-05-25,"Liverpool","Crystal Palace",1,1,"D",0,1,"A",1.42,5.68,6.36,"0-1","1-1",14,3,8,5,1,0,1,0,11,0,7,10,2,11,17,"11-0","Y","N","N",1,1,38
"375","E0",2025-05-25,"Man United","Aston Villa",2,0,"H",0,0,"D",4.4,4.26,1.74,"0-0","2-0",25,10,6,1,2,2,0,1,4,3,10,10,2,7,20,"4-3","Y","N","N",4,1,38
"376","E0",2025-05-25,"Newcastle","Everton",0,1,"A",0,0,"D",1.33,5.85,8.55,"0-0","0-1",17,6,14,6,1,4,0,0,12,3,12,9,1,15,21,"12-3","N","N","N",5,0,38
"377","E0",2025-05-25,"Nottm Forest","Chelsea",0,1,"A",0,0,"D",3.15,3.76,2.22,"0-0","0-1",10,2,6,2,2,2,0,0,7,4,10,11,1,11,21,"7-4","N","N","N",4,0,38
"378","E0",2025-05-25,"Southampton","Arsenal",1,2,"A",0,1,"A",9.46,5.85,1.3,"0-1","1-2",7,2,23,8,0,0,0,0,5,8,7,8,3,13,15,"5-8","Y","Y","N",0,0,38
"379","E0",2025-05-25,"Tottenham","Brighton",1,4,"A",1,0,"H",4.33,4.52,1.71,"1-0","1-4",4,2,23,8,3,1,0,0,2,11,13,8,5,13,21,"2-11","Y","Y","Y",4,0,38
"380","E0",2025-05-25,"Wolves","Brentford",1,1,"D",0,1,"A",2.74,3.83,2.45,"0-1","1-1",18,6,13,7,2,1,0,0,8,3,7,9,2,11,16,"8-3","Y","N","N",3,0,38
"381","E1",2024-08-09,"Blackburn","Derby",4,2,"H",1,0,"H",2.32,3.39,3.25,"1-0","4-2",11,7,12,4,1,3,0,0,1,9,9,10,6,10,19,"1-9","Y","Y","Y",4,0,1
"382","E1",2024-08-09,"Preston","Sheffield United",0,2,"A",0,1,"A",3.25,3.44,2.3,"0-1","0-2",12,2,11,3,1,0,0,0,3,6,11,14,2,9,25,"3-6","Y","N","N",1,0,1
"383","E1",2024-08-10,"Cardiff","Sunderland",0,2,"A",0,1,"A",2.94,3.15,2.62,"0-1","0-2",12,4,11,4,0,2,0,0,4,4,10,8,2,8,18,"4-4","Y","N","N",2,0,1
"384","E1",2024-08-10,"Hull","Bristol City",1,1,"D",0,0,"D",2.71,3.3,2.73,"0-0","1-1",11,5,15,3,0,2,0,0,2,8,10,13,2,10,23,"2-8","Y","N","N",2,0,1
"385","E1",2024-08-10,"Leeds","Portsmouth",3,3,"D",1,2,"A",1.38,5.14,7.88,"1-2","3-3",22,10,5,4,2,4,0,0,12,0,19,21,6,12,40,"12-0","Y","Y","Y",6,0,1
"386","E1",2024-08-10,"Middlesbrough","Swansea",1,0,"H",1,0,"H",1.8,3.92,4.31,"1-0","1-0",18,4,5,0,1,4,0,0,6,9,14,12,1,15,26,"6-9","N","N","N",5,0,1
"387","E1",2024-08-10,"Millwall","Watford",2,3,"A",0,1,"A",2.39,3.19,3.27,"0-1","2-3",16,4,10,5,2,3,0,0,5,5,11,15,5,10,26,"5-5","Y","Y","Y",5,0,1
"388","E1",2024-08-10,"Oxford","Norwich",2,0,"H",1,0,"H",3.2,3.52,2.26,"1-0","2-0",12,4,10,2,1,3,0,0,5,5,4,14,2,10,18,"5-5","Y","N","N",4,0,1
"389","E1",2024-08-10,"QPR","West Brom",1,3,"A",1,1,"D",2.62,3.16,2.95,"1-1","1-3",11,6,7,4,1,0,0,0,12,3,7,7,4,15,14,"12-3","Y","Y","Y",1,0,1
"390","E1",2024-08-10,"Stoke","Coventry",1,0,"H",0,0,"D",2.53,3.51,2.79,"0-0","1-0",11,2,8,1,2,1,0,0,9,7,7,9,1,16,16,"9-7","N","N","N",3,0,1
"391","E1",2024-08-11,"Sheffield Weds","Plymouth",4,0,"H",1,0,"H",1.83,3.59,4.39,"1-0","4-0",31,11,5,1,1,1,0,0,15,1,15,14,4,16,29,"15-1","Y","Y","Y",2,0,1
"392","E1",2024-08-12,"Luton","Burnley",1,4,"A",0,2,"A",2.37,3.39,3.01,"0-2","1-4",10,3,11,6,2,3,0,0,5,4,11,17,5,9,28,"5-4","Y","Y","Y",5,0,1
"393","E1",2024-08-16,"Coventry","Oxford",3,2,"H",2,1,"H",1.72,4.02,4.88,"2-1","3-2",26,10,7,2,0,2,0,0,14,1,9,7,5,15,16,"14-1","Y","Y","Y",2,0,2
"394","E1",2024-08-17,"Derby","Middlesbrough",1,0,"H",1,0,"H",3.5,3.51,2.08,"1-0","1-0",3,2,20,4,3,1,0,0,3,8,13,5,1,11,18,"3-8","N","N","N",4,0,2
"395","E1",2024-08-17,"Portsmouth","Luton",0,0,"D",0,0,"D",3.03,3.62,2.25,"0-0","0-0",15,6,9,4,3,2,0,1,5,4,11,12,0,9,23,"5-4","N","N","N",5,1,2
"396","E1",2024-08-17,"West Brom","Leeds",0,0,"D",0,0,"D",3.34,3.52,2.14,"0-0","0-0",8,1,8,1,2,2,0,0,5,4,14,11,0,9,25,"5-4","N","N","N",4,0,2
"397","E1",2024-08-17,"Bristol City","Millwall",4,3,"H",2,0,"H",2.02,3.27,3.98,"2-0","4-3",11,6,15,4,1,2,0,0,5,4,11,12,7,9,23,"5-4","Y","Y","Y",3,0,2
"398","E1",2024-08-17,"Burnley","Cardiff",5,0,"H",2,0,"H",1.46,4.53,6.66,"2-0","5-0",9,4,11,4,2,1,0,0,2,5,19,6,5,7,25,"2-5","Y","Y","Y",3,0,2
"399","E1",2024-08-17,"Norwich","Blackburn",2,2,"D",0,1,"A",2.07,3.59,3.45,"0-1","2-2",14,4,7,3,2,3,0,0,6,5,12,12,4,11,24,"6-5","Y","Y","Y",5,0,2
"400","E1",2024-08-17,"Plymouth","Hull",1,1,"D",0,0,"D",2.82,3.64,2.37,"0-0","1-1",16,7,14,2,3,1,0,0,6,3,13,16,2,9,29,"6-3","Y","N","N",4,0,2
"401","E1",2024-08-17,"Sheffield United","QPR",2,2,"D",2,0,"H",1.77,3.78,4.46,"2-0","2-2",14,3,14,3,2,2,0,1,4,9,15,9,4,13,24,"4-9","Y","Y","Y",4,1,2
"402","E1",2024-08-17,"Swansea","Preston",3,0,"H",1,0,"H",1.98,3.4,3.95,"1-0","3-0",12,6,5,2,1,3,0,0,5,3,11,21,3,8,32,"5-3","Y","Y","N",4,0,2
"403","E1",2024-08-17,"Watford","Stoke",3,0,"H",0,0,"D",2.7,3.21,2.72,"0-0","3-0",24,8,7,3,2,2,0,0,2,4,12,15,3,6,27,"2-4","Y","Y","N",4,0,2
"404","E1",2024-08-18,"Sunderland","Sheffield Weds",4,0,"H",3,0,"H",2.12,3.55,3.35,"3-0","4-0",15,6,9,3,0,3,0,0,5,8,9,10,4,13,19,"5-8","Y","Y","Y",3,0,2
"405","E1",2024-08-23,"Sheffield Weds","Leeds",0,2,"A",0,1,"A",4.16,3.57,1.94,"0-1","0-2",8,2,13,5,2,3,0,0,3,2,14,10,2,5,24,"3-2","Y","N","N",5,0,3
"406","E1",2024-08-24,"Bristol City","Coventry",1,1,"D",1,0,"H",2.54,3.38,2.87,"1-0","1-1",12,7,8,1,2,4,0,0,8,2,8,16,2,10,24,"8-2","Y","N","N",6,0,3
"407","E1",2024-08-24,"Hull","Millwall",0,0,"D",0,0,"D",2.2,3.4,3.44,"0-0","0-0",14,4,13,5,2,2,0,0,5,7,11,15,0,12,26,"5-7","N","N","N",4,0,3
"408","E1",2024-08-24,"QPR","Plymouth",1,1,"D",1,1,"D",1.75,3.85,4.78,"1-1","1-1",30,10,6,1,2,3,0,2,11,1,10,14,2,12,24,"11-1","Y","N","N",5,2,3
"409","E1",2024-08-24,"Blackburn","Oxford",2,1,"H",1,1,"D",1.8,3.81,4.24,"1-1","2-1",18,4,13,3,2,1,0,0,7,5,14,8,3,12,22,"7-5","Y","Y","N",3,0,3
"410","E1",2024-08-24,"Middlesbrough","Portsmouth",2,2,"D",1,2,"A",1.45,4.45,6.91,"1-2","2-2",29,7,7,3,0,5,0,0,15,2,10,15,4,17,25,"15-2","Y","Y","Y",5,0,3
"411","E1",2024-08-24,"Norwich","Sheffield United",1,1,"D",1,1,"D",2.78,3.54,2.46,"1-1","1-1",7,5,12,4,5,2,0,0,1,5,14,7,2,6,21,"1-5","Y","N","N",7,0,3
"412","E1",2024-08-24,"Preston","Luton",1,0,"H",1,0,"H",3.16,3.55,2.21,"1-0","1-0",6,2,17,4,6,1,0,0,2,13,16,10,1,15,26,"2-13","N","N","N",7,0,3
"413","E1",2024-08-24,"Stoke","West Brom",1,2,"A",1,2,"A",2.63,3.17,2.83,"1-2","1-2",7,2,8,5,2,3,0,0,2,5,12,11,3,7,23,"2-5","Y","Y","N",5,0,3
"414","E1",2024-08-24,"Sunderland","Burnley",1,0,"H",1,0,"H",3.06,3.43,2.32,"1-0","1-0",14,3,4,1,2,3,1,0,3,1,13,19,1,4,32,"3-1","N","N","N",5,1,3
"415","E1",2024-08-24,"Watford","Derby",2,1,"H",1,1,"D",1.87,3.7,4.06,"1-1","2-1",12,3,8,3,2,3,0,0,4,2,10,11,3,6,21,"4-2","Y","Y","N",5,0,3
"416","E1",2024-08-25,"Swansea","Cardiff",1,1,"D",1,0,"H",1.99,3.6,3.69,"1-0","1-1",9,4,7,3,2,2,0,0,2,5,14,14,2,7,28,"2-5","Y","N","N",4,0,3
"417","E1",2024-08-30,"Luton","QPR",1,2,"A",1,0,"H",1.99,3.66,3.88,"1-0","1-2",11,5,11,4,3,2,0,0,4,5,13,10,3,9,23,"4-5","Y","Y","N",5,0,4
"418","E1",2024-08-31,"Burnley","Blackburn",1,1,"D",1,1,"D",1.94,3.71,3.89,"1-1","1-1",15,3,10,3,4,5,0,1,9,0,15,19,2,9,34,"9-0","Y","N","N",9,1,4
"419","E1",2024-08-31,"Cardiff","Middlesbrough",0,2,"A",0,0,"D",3.87,3.83,1.92,"0-0","0-2",12,3,10,5,2,1,0,0,4,6,13,10,2,10,23,"4-6","Y","N","N",3,0,4
"420","E1",2024-08-31,"Coventry","Norwich",0,1,"A",0,0,"D",1.91,3.81,3.94,"0-0","0-1",14,5,9,1,4,3,0,0,6,3,11,10,1,9,21,"6-3","N","N","N",7,0,4
"421","E1",2024-08-31,"Derby","Bristol City",3,0,"H",1,0,"H",3.06,3.28,2.46,"1-0","3-0",19,7,13,5,1,0,0,0,6,9,15,11,3,15,26,"6-9","Y","Y","N",1,0,4
"422","E1",2024-08-31,"Leeds","Hull",2,0,"H",0,0,"D",1.32,5.4,9.66,"0-0","2-0",16,5,9,2,2,1,0,0,8,7,12,15,2,15,27,"8-7","Y","N","N",3,0,4
"423","E1",2024-08-31,"Millwall","Sheffield Weds",3,0,"H",0,0,"D",2.44,3.35,3.02,"0-0","3-0",18,4,4,1,2,1,0,0,6,6,16,13,3,12,29,"6-6","Y","Y","N",3,0,4
