Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,HTCS,CS,HS,HST,AS,AST
E3,06/04/2021,Carlisle,Scunthorpe,2,0,H,0,0,D,1.9,3.6,4.24,0-0,2-0,20,3,2,2
E3,06/04/2021,Morecambe,Southend,1,1,D,0,1,A,2,3.66,3.74,0-1,1-1,17,2,9,3
E3,09/04/2021,Mansfield,Newport County,1,1,D,0,0,D,2.56,3,3.24,0-0,1-1,18,4,7,3
E3,09/04/2021,Oldham,Colchester,5,2,H,2,0,H,2.62,3.4,2.8,2-0,5-2,21,11,12,3
E3,10/04/2021,Barrow,Carlisle,2,2,D,2,1,H,3.16,3.15,2.47,2-1,2-2,6,3,16,5
E3,10/04/2021,Bolton,Harrogate,2,1,H,0,1,A,2.01,3.72,3.66,0-1,2-1,12,4,15,4
E3,10/04/2021,Bradford,Grimsby,1,0,H,1,0,H,2.11,3.3,3.81,1-0,1-0,9,3,9,2
E3,10/04/2021,Cambridge,Exeter,1,4,A,0,2,A,2.5,3.39,2.91,0-2,1-4,10,2,16,9
E3,10/04/2021,Cheltenham,Leyton Orient,1,0,H,1,0,H,1.83,3.57,4.67,1-0,1-0,10,2,2,1
E3,10/04/2021,Port Vale,Morecambe,1,0,H,1,0,H,2.35,3.27,3.26,1-0,1-0,4,2,8,1
E3,10/04/2021,Salford,Stevenage,2,1,H,0,0,D,2.22,3.14,3.71,0-0,2-1,12,4,7,2
E3,10/04/2021,Scunthorpe,Tranmere,0,0,D,0,0,D,3.41,3.2,2.31,0-0,0-0,9,3,19,3
E3,10/04/2021,Southend,Crawley Town,0,0,D,0,0,D,2.93,3.1,2.67,0-0,0-0,12,1,10,2
E3,10/04/2021,Walsall,Forest Green,2,1,H,1,0,H,3.13,3.04,2.57,1-0,2-1,10,2,9,3
E3,13/04/2021,Morecambe,Scunthorpe,4,1,H,2,0,H,1.79,3.6,5,2-0,4-1,12,5,10,6
E3,13/04/2021,Barrow,Exeter,2,1,H,1,0,H,3.05,3.27,2.5,1-0,2-1,6,2,9,5
E3,13/04/2021,Bradford,Crawley Town,0,2,A,0,1,A,2.1,3.49,3.7,0-1,0-2,20,5,13,4
E3,13/04/2021,Harrogate,Leyton Orient,2,2,D,0,0,D,2.23,3.25,3.61,0-0,2-2,23,10,11,4
E3,13/04/2021,Newport County,Carlisle,0,0,D,0,0,D,2.83,3.06,2.83,0-0,0-0,9,3,14,4
E3,13/04/2021,Salford,Bolton,0,1,A,0,1,A,2.86,3.17,2.72,0-1,0-1,12,2,10,4
E3,13/04/2021,Walsall,Tranmere,1,0,H,0,0,D,3.28,3.12,2.45,0-0,1-0,7,4,6,1
E3,16/04/2021,Crawley Town,Cheltenham,1,0,H,0,0,D,4.29,3.57,1.92,0-0,1-0,6,3,9,1
E3,17/04/2021,Carlisle,Port Vale,0,0,D,0,0,D,2.33,3.28,3.29,0-0,0-0,13,2,9,1
E3,17/04/2021,Exeter,Southend,0,0,D,0,0,D,1.79,3.46,5.14,0-0,0-0,14,4,14,2
E3,17/04/2021,Forest Green,Scunthorpe,3,2,H,1,1,D,1.85,3.46,4.68,1-1,3-2,20,8,7,2
E3,17/04/2021,Grimsby,Bolton,2,1,H,1,0,H,4.01,3.46,1.99,1-0,2-1,28,13,14,5
E3,17/04/2021,Harrogate,Bradford,2,1,H,1,0,H,2.34,3.38,3.17,1-0,2-1,11,4,15,8
E3,17/04/2021,Leyton Orient,Barrow,2,0,H,0,0,D,2.56,3.13,3.04,0-0,2-0,10,3,12,1
E3,17/04/2021,Morecambe,Oldham,4,3,H,3,1,H,1.95,3.74,3.81,3-1,4-3,14,6,13,5
E3,17/04/2021,Newport County,Cambridge,0,1,A,0,0,D,2.34,3.13,3.42,0-0,0-1,16,5,9,4
E3,17/04/2021,Stevenage,Mansfield,0,1,A,0,1,A,2.85,3.03,2.8,0-1,0-1,9,3,11,3
E3,17/04/2021,Tranmere,Salford,0,0,D,0,0,D,2.66,3.07,2.98,0-0,0-0,11,3,7,2
E3,17/04/2021,Colchester,Walsall,2,1,H,2,1,H,2.38,3.19,3.27,2-1,2-1,18,7,4,1
E3,20/04/2021,Barrow,Port Vale,0,2,A,0,1,A,2.62,3.14,3,0-1,0-2,8,2,10,5
E3,20/04/2021,Bolton,Carlisle,1,0,H,1,0,H,2.43,3.33,3.11,1-0,1-0,7,2,14,1
E3,20/04/2021,Bradford,Tranmere,0,1,A,0,1,A,2.78,3.27,2.73,0-1,0-1,12,0,7,0
E3,20/04/2021,Colchester,Southend,2,0,H,2,0,H,2.61,3.13,3.03,2-0,2-0,7,4,2,0
E3,20/04/2021,Forest Green,Exeter,0,0,D,0,0,D,2.67,3.33,2.8,0-0,0-0,13,4,11,1
E3,20/04/2021,Grimsby,Morecambe,0,3,A,0,2,A,3.19,3.35,2.37,0-2,0-3,17,2,13,5
E3,20/04/2021,Harrogate,Oldham,0,3,A,0,1,A,1.99,3.68,3.86,0-1,0-3,12,4,15,8
E3,20/04/2021,Leyton Orient,Cambridge,2,4,A,1,1,D,2.92,3.15,2.68,1-1,2-4,8,3,18,7
E3,20/04/2021,Mansfield,Scunthorpe,3,0,H,1,0,H,1.78,3.6,5.1,1-0,3-0,24,7,2,0
E3,20/04/2021,Newport County,Crawley Town,2,0,H,0,0,D,2.13,3.37,3.74,0-0,2-0,13,6,2,1
E3,20/04/2021,Stevenage,Cheltenham,0,1,A,0,1,A,3.9,3.22,2.14,0-1,0-1,6,1,7,4
E3,20/04/2021,Walsall,Salford,0,2,A,0,1,A,4.02,3.27,2.08,0-1,0-2,3,2,12,4
EC,03/10/2020,Altrincham,Weymouth,0,0,D,0,0,D,1.89,3.87,4,0-0,0-0,0,0,0,0
EC,03/10/2020,Barnet,Eastleigh,1,5,A,1,1,D,2.22,3.56,3.32,1-1,1-5,0,0,0,0
EC,03/10/2020,Dover Athletic,Notts County,1,0,H,0,0,D,4.38,4,1.79,0-0,1-0,0,0,0,0
EC,03/10/2020,Halifax,Dag and Red,2,0,H,1,0,H,2.66,3.56,2.65,1-0,2-0,0,0,0,0
EC,03/10/2020,Hartlepool,Aldershot,2,1,H,1,0,H,1.87,3.64,4.43,1-0,2-1,0,0,0,0
EC,03/10/2020,Sutton,Maidenhead,3,0,H,2,0,H,1.88,3.75,4.19,2-0,3-0,0,0,0,0
EC,03/10/2020,Torquay,Stockport,1,0,H,0,0,D,2.65,3.58,2.66,0-0,1-0,0,0,0,0
EC,03/10/2020,Woking,Solihull,2,1,H,0,1,A,2.76,3.29,2.72,0-1,2-1,0,0,0,0
EC,03/10/2020,Wrexham,Boreham Wood,2,1,H,1,0,H,2.11,3.68,3.47,1-0,2-1,0,0,0,0
EC,03/10/2020,Kings Lynn,Yeovil,2,2,D,0,0,D,3.53,3.74,2.07,0-0,2-2,0,0,0,0
EC,06/10/2020,Aldershot,Sutton,1,2,A,0,1,A,2.78,3.31,2.7,0-1,1-2,0,0,0,0
EC,06/10/2020,Bromley,Dover Athletic,4,1,H,1,0,H,2,3.61,3.88,1-0,4-1,0,0,0,0
EC,06/10/2020,Chesterfield,Hartlepool,1,2,A,0,0,D,2.95,3.68,2.37,0-0,1-2,0,0,0,0
EC,06/10/2020,Dag and Red,Barnet,1,2,A,1,0,H,1.83,3.83,4.39,1-0,1-2,0,0,0,0
EC,06/10/2020,Eastleigh,Torquay,2,1,H,0,1,A,2.39,3.52,3.02,0-1,2-1,0,0,0,0
EC,06/10/2020,Maidenhead,Kings Lynn,2,3,A,1,1,D,2.73,3.68,2.53,1-1,2-3,0,0,0,0
EC,06/10/2020,Solihull,Wrexham,1,0,H,0,0,D,2.23,3.49,3.36,0-0,1-0,0,0,0,0
EC,06/10/2020,Stockport,Halifax,2,1,H,1,1,D,1.78,3.81,4.75,1-1,2-1,0,0,0,0
EC,06/10/2020,Weymouth,Woking,0,1,A,0,1,A,2.76,3.32,2.71,0-1,0-1,0,0,0,0
EC,06/10/2020,Yeovil,Wealdstone,2,2,D,0,1,A,1.6,4.05,6.06,0-1,2-2,0,0,0,0
EC,07/10/2020,Notts County,Altrincham,3,1,H,2,0,H,1.42,4.81,7.99,2-0,3-1,0,0,0,0
EC,10/10/2020,Boreham Wood,Halifax,0,0,D,0,0,D,2.09,3.51,3.61,0-0,0-0,0,0,0,0
EC,10/10/2020,Bromley,Torquay,1,2,A,1,0,H,2.04,3.84,3.45,1-0,1-2,0,0,0,0
EC,10/10/2020,Chesterfield,Woking,4,0,H,1,0,H,2.44,3.8,2.73,1-0,4-0,0,0,0,0
EC,10/10/2020,Eastleigh,Altrincham,1,1,D,1,1,D,2.12,3.62,3.44,1-1,1-1,0,0,0,0
EC,10/10/2020,Maidenhead,Hartlepool,0,4,A,0,1,A,3.84,4.26,1.83,0-1,0-4,0,0,0,0
EC,10/10/2020,Notts County,Barnet,4,2,H,3,1,H,1.75,3.54,5.28,3-1,4-2,0,0,0,0
EC,10/10/2020,Solihull,Kings Lynn,5,0,H,1,0,H,1.78,4.25,4.07,1-0,5-0,0,0,0,0
EC,10/10/2020,Stockport,Dover Athletic,3,0,H,0,0,D,1.62,3.88,5.99,0-0,3-0,0,0,0,0
EC,10/10/2020,Weymouth,Sutton,0,1,A,0,0,D,3.49,3.23,2.26,0-0,0-1,0,0,0,0
EC,10/10/2020,Yeovil,Wrexham,0,1,A,0,1,A,2.18,3.42,3.46,0-1,0-1,0,0,0,0
EC,10/10/2020,Dag and Red,Wealdstone,1,0,H,0,0,D,2.06,3.87,3.38,0-0,1-0,0,0,0,0
EC,12/10/2020,Wrexham,Maidenhead,0,1,A,0,1,A,1.44,4.58,7.84,0-1,0-1,0,0,0,0
EC,13/10/2020,Barnet,Weymouth,1,0,H,1,0,H,1.9,3.7,4.07,1-0,1-0,0,0,0,0
EC,13/10/2020,Dover Athletic,Aldershot,0,5,A,0,3,A,2.53,3.47,2.82,0-3,0-5,0,0,0,0
EC,13/10/2020,Halifax,Yeovil,1,1,D,1,0,H,2.76,3.37,2.63,1-0,1-1,0,0,0,0
EC,13/10/2020,Hartlepool,Bromley,0,0,D,0,0,D,1.87,3.91,3.99,0-0,0-0,0,0,0,0
EC,13/10/2020,Kings Lynn,Boreham Wood,0,3,A,0,2,A,3.25,3.73,2.16,0-2,0-3,0,0,0,0
EC,13/10/2020,Sutton,Notts County,0,1,A,0,0,D,3.03,3.46,2.38,0-0,0-1,0,0,0,0
EC,13/10/2020,Torquay,Chesterfield,2,1,H,1,1,D,2.21,3.34,3.47,1-1,2-1,0,0,0,0
EC,13/10/2020,Wealdstone,Stockport,2,5,A,1,1,D,3.71,3.86,1.95,1-1,2-5,0,0,0,0
EC,13/10/2020,Woking,Dag and Red,2,0,H,2,0,H,3.25,3.5,2.24,2-0,2-0,0,0,0,0
EC,17/10/2020,Dag and Red,Yeovil,0,0,D,0,0,D,2.95,3.46,2.44,0-0,0-0,0,0,0,0
EC,17/10/2020,Eastleigh,Aldershot,2,2,D,1,1,D,2.1,3.86,3.28,1-1,2-2,0,0,0,0
EC,17/10/2020,Notts County,Maidenhead,2,3,A,2,1,H,1.38,5.01,8.27,2-1,2-3,0,0,0,0
EC,17/10/2020,Solihull,Boreham Wood,1,0,H,0,0,D,2.4,3.29,3.15,0-0,1-0,0,0,0,0
EC,17/10/2020,Torquay,Dover Athletic,2,0,H,2,0,H,1.59,4.39,5.38,2-0,2-0,0,0,0,0
EC,17/10/2020,Wealdstone,Wrexham,4,3,H,2,2,D,3.36,3.64,2.14,2-2,4-3,0,0,0,0
EC,17/10/2020,Weymouth,Kings Lynn,2,1,H,1,0,H,,,,1-0,2-1,0,0,0,0
EC,17/10/2020,Woking,Halifax,0,0,D,0,0,D,2.27,3.68,3.06,0-0,0-0,0,0,0,0
EC,17/10/2020,Chesterfield,Stockport,1,2,A,1,1,D,3.89,3.26,2.1,1-1,1-2,0,0,0,0
EC,20/10/2020,Wealdstone,Chesterfield,3,2,H,2,1,H,2.52,3.65,2.72,2-1,3-2,0,0,0,0
EC,27/10/2020,Wrexham,Barnet,0,0,D,0,0,D,1.7,4.07,4.94,0-0,0-0,0,0,0,0
EC,27/10/2020,Aldershot,Torquay,1,4,A,1,1,D,2.99,3.32,2.52,1-1,1-4,0,0,0,0
EC,27/10/2020,Boreham Wood,Woking,1,0,H,1,0,H,1.88,3.83,4.09,1-0,1-0,0,0,0,0
EC,27/10/2020,Bromley,Weymouth,3,2,H,1,1,D,1.69,4.09,4.97,1-1,3-2,0,0,0,0
EC,27/10/2020,Dover Athletic,Eastleigh,3,2,H,2,1,H,4.54,4.06,1.74,2-1,3-2,0,0,0,0
EC,27/10/2020,Hartlepool,Altrincham,1,1,D,1,0,H,1.6,3.76,6.58,1-0,1-1,0,0,0,0
EC,27/10/2020,Kings Lynn,Wealdstone,2,3,A,0,1,A,2.17,3.62,3.31,0-1,2-3,0,0,0,0
EC,27/10/2020,Maidenhead,Dag and Red,2,1,H,0,1,A,2.59,3.52,2.71,0-1,2-1,0,0,0,0
EC,27/10/2020,Stockport,Solihull,0,0,D,0,0,D,2.26,3.23,3.48,0-0,0-0,0,0,0,0
EC,27/10/2020,Yeovil,Sutton,1,2,A,1,1,D,2.75,3.29,2.69,1-1,1-2,0,0,0,0
EC,31/10/2020,Bromley,Eastleigh,1,2,A,0,0,D,2.48,3.59,2.8,0-0,1-2,0,0,0,0
EC,31/10/2020,Dover Athletic,Altrincham,0,1,A,0,1,A,2.64,3.5,2.67,0-1,0-1,0,0,0,0
EC,31/10/2020,Kings Lynn,Woking,3,2,H,1,2,A,2.9,3.67,2.37,1-2,3-2,0,0,0,0
EC,31/10/2020,Maidenhead,Solihull,3,1,H,0,0,D,4.57,3.75,1.79,0-0,3-1,0,0,0,0
EC,31/10/2020,Stockport,Weymouth,1,2,A,1,0,H,1.43,4.17,9.65,1-0,1-2,0,0,0,0
EC,31/10/2020,Yeovil,Chesterfield,0,1,A,0,0,D,1.92,3.47,4.31,0-0,0-1,0,0,0,0
EC,31/10/2020,Hartlepool,Torquay,0,5,A,0,3,A,2.22,3.73,3.12,0-3,0-5,0,0,0,0
EC,07/11/2020,Aldershot,Notts County,1,0,H,0,0,D,3.26,3.74,2.15,0-0,1-0,0,0,0,0
EC,07/11/2020,Wealdstone,Altrincham,1,0,H,0,0,D,2.38,3.76,2.75,0-0,1-0,0,0,0,0
EC,10/11/2020,Boreham Wood,Dag and Red,0,1,A,0,0,D,1.78,3.76,4.84,0-0,0-1,0,0,0,0
EC,10/11/2020,Halifax,Wealdstone,0,1,A,0,0,D,2.15,3.49,3.47,0-0,0-1,0,0,0,0
EC,11/11/2020,Altrincham,Solihull,0,2,A,0,2,A,3.68,3.79,1.98,0-2,0-2,0,0,0,0
EC,14/11/2020,Altrincham,Aldershot,1,2,A,0,1,A,3.28,3.91,2.09,0-1,1-2,0,0,0,0
EC,14/11/2020,Barnet,Bromley,1,3,A,0,2,A,2.98,3.82,2.26,0-2,1-3,0,0,0,0
EC,14/11/2020,Chesterfield,Maidenhead,1,2,A,1,0,H,2.24,3.95,2.94,1-0,1-2,0,0,0,0
EC,14/11/2020,Sutton,Kings Lynn,5,1,H,1,0,H,1.61,4.39,5.13,1-0,5-1,0,0,0,0
EC,14/11/2020,Torquay,Boreham Wood,1,1,D,1,1,D,2.21,3.34,3.49,1-1,1-1,0,0,0,0
EC,14/11/2020,Woking,Yeovil,1,1,D,0,1,A,2.85,3.34,2.57,0-1,1-1,0,0,0,0
EC,17/11/2020,Hartlepool,Wrexham,0,1,A,0,0,D,2.57,3.43,2.84,0-0,0-1,0,0,0,0
EC,17/11/2020,Sutton,Dag and Red,1,1,D,1,0,H,1.76,3.82,4.84,1-0,1-1,0,0,0,0
EC,17/11/2020,Aldershot,Maidenhead,0,0,D,0,0,D,1.99,4.13,3.46,0-0,0-0,0,0,0,0
EC,17/11/2020,Altrincham,Chesterfield,3,2,H,1,1,D,2.96,3.53,2.4,1-1,3-2,0,0,0,0
EC,17/11/2020,Barnet,Kings Lynn,0,2,A,0,1,A,2.35,3.81,2.89,0-1,0-2,0,0,0,0
EC,17/11/2020,Bromley,Boreham Wood,1,1,D,1,1,D,2.83,3.59,2.49,1-1,1-1,0,0,0,0
EC,17/11/2020,Dover Athletic,Woking,1,5,A,1,3,A,3.67,3.62,2.06,1-3,1-5,0,0,0,0
EC,17/11/2020,Eastleigh,Wealdstone,2,0,H,0,0,D,1.77,4.47,3.95,0-0,2-0,0,0,0,0
EC,17/11/2020,Halifax,Notts County,1,1,D,0,1,A,3.62,3.58,2.09,0-1,1-1,0,0,0,0
EC,21/11/2020,Boreham Wood,Altrincham,0,1,A,0,0,D,1.65,3.91,5.53,0-0,0-1,0,0,0,0
EC,21/11/2020,Chesterfield,Notts County,2,3,A,1,1,D,3.6,3.66,2.04,1-1,2-3,0,0,0,0
EC,21/11/2020,Halifax,Torquay,1,2,A,0,1,A,3.43,3.75,2.08,0-1,1-2,0,0,0,0
EC,21/11/2020,Kings Lynn,Dover Athletic,2,0,H,1,0,H,1.91,4.06,3.7,1-0,2-0,0,0,0,0
EC,21/11/2020,Maidenhead,Bromley,2,2,D,1,0,H,3.06,3.78,2.23,1-0,2-2,0,0,0,0
EC,21/11/2020,Woking,Barnet,4,1,H,2,0,H,1.97,3.87,3.65,2-0,4-1,0,0,0,0
EC,21/11/2020,Wrexham,Aldershot,1,0,H,0,0,D,1.95,3.84,3.73,0-0,1-0,0,0,0,0
EC,21/11/2020,Yeovil,Hartlepool,1,3,A,1,3,A,2.54,3.69,2.67,1-3,1-3,0,0,0,0
EC,21/11/2020,Wealdstone,Sutton,3,3,D,0,2,A,3.71,4.12,1.89,0-2,3-3,0,0,0,0
EC,24/11/2020,Altrincham,Bromley,0,1,A,0,1,A,3.19,3.56,2.28,0-1,0-1,0,0,0,0
EC,24/11/2020,Barnet,Hartlepool,0,0,D,0,0,D,3.78,3.84,1.96,0-0,0-0,0,0,0,0
EC,24/11/2020,Wrexham,Sutton,4,0,H,2,0,H,2.84,3.32,2.63,2-0,4-0,0,0,0,0
EC,27/11/2020,Notts County,Wealdstone,3,0,H,2,0,H,1.61,4.33,5.44,2-0,3-0,0,0,0,0
EC,28/11/2020,Altrincham,Maidenhead,2,0,H,0,0,D,2.53,3.48,2.81,0-0,2-0,0,0,0,0
EC,28/11/2020,Bromley,Wrexham,1,1,D,1,0,H,2.54,3.63,2.71,1-0,1-1,0,0,0,0
EC,28/11/2020,Sutton,Halifax,1,0,H,1,0,H,1.74,3.97,4.69,1-0,1-0,0,0,0,0
EC,28/11/2020,Weymouth,Chesterfield,1,2,A,1,1,D,2.76,3.57,2.52,1-1,1-2,0,0,0,0
EC,01/12/2020,Chesterfield,Aldershot,0,0,D,0,0,D,2.26,3.56,3.17,0-0,0-0,0,0,0,0
EC,01/12/2020,Kings Lynn,Bromley,1,4,A,0,3,A,3.06,4.08,2.14,0-3,1-4,0,0,0,0
EC,01/12/2020,Solihull,Hartlepool,2,0,H,0,0,D,2.26,3.57,3.16,0-0,2-0,0,0,0,0
EC,01/12/2020,Wealdstone,Torquay,1,2,A,1,0,H,4.88,4.45,1.63,1-0,1-2,0,0,0,0
EC,01/12/2020,Woking,Sutton,0,1,A,0,1,A,3.3,3.31,2.31,0-1,0-1,0,0,0,0
EC,01/12/2020,Wrexham,Altrincham,0,1,A,0,1,A,1.71,3.65,5.41,0-1,0-1,0,0,0,0
EC,01/12/2020,Yeovil,Eastleigh,1,3,A,0,2,A,2.42,3.73,2.79,0-2,1-3,0,0,0,0
EC,02/12/2020,Dag and Red,Notts County,0,0,D,0,0,D,3.62,3.81,1.99,0-0,0-0,0,0,0,0
EC,02/12/2020,Halifax,Barnet,5,2,H,3,0,H,2.28,3.59,3,3-0,5-2,0,0,0,0
EC,05/12/2020,Aldershot,Dag and Red,2,1,H,2,0,H,2.21,3.55,3.28,2-0,2-1,0,0,0,0
EC,05/12/2020,Barnet,Wealdstone,0,0,D,0,0,D,2.42,3.51,2.94,0-0,0-0,0,0,0,0
EC,05/12/2020,Bromley,Stockport,0,2,A,0,1,A,2.72,3.67,2.51,0-1,0-2,0,0,0,0
EC,05/12/2020,Eastleigh,Maidenhead,0,1,A,0,0,D,1.9,3.92,3.85,0-0,0-1,0,0,0,0
EC,05/12/2020,Hartlepool,Boreham Wood,1,2,A,1,1,D,2.72,3.74,2.47,1-1,1-2,0,0,0,0
EC,05/12/2020,Notts County,Woking,1,0,H,0,0,D,1.66,4.04,5.18,0-0,1-0,0,0,0,0
EC,05/12/2020,Sutton,Solihull,4,1,H,2,0,H,2.48,3.55,2.83,2-0,4-1,0,0,0,0
EC,05/12/2020,Torquay,Wrexham,3,1,H,2,1,H,2.2,3.53,3.31,2-1,3-1,0,0,0,0
EC,05/12/2020,Weymouth,Halifax,1,5,A,0,2,A,3.06,3.3,2.44,0-2,1-5,0,0,0,0
EC,08/12/2020,Hartlepool,Kings Lynn,2,0,H,1,0,H,1.75,4.13,4.51,1-0,2-0,0,0,0,0
EC,08/12/2020,Sutton,Chesterfield,0,1,A,0,1,A,1.9,3.64,4.27,0-1,0-1,0,0,0,0
EC,08/12/2020,Aldershot,Halifax,1,3,A,1,0,H,2.61,3.37,2.84,1-0,1-3,0,0,0,0
EC,08/12/2020,Barnet,Stockport,1,2,A,0,1,A,4.97,4.29,1.66,0-1,1-2,0,0,0,0
EC,08/12/2020,Bromley,Yeovil,1,2,A,0,2,A,2.19,3.6,3.34,0-2,1-2,0,0,0,0
EC,08/12/2020,Notts County,Boreham Wood,0,1,A,0,0,D,2.22,3.72,3.18,0-0,0-1,0,0,0,0
EC,08/12/2020,Torquay,Maidenhead,2,1,H,1,0,H,1.45,4.82,7.03,1-0,2-1,0,0,0,0
EC,08/12/2020,Weymouth,Dag and Red,2,3,A,1,2,A,3.05,3.25,2.52,1-2,2-3,0,0,0,0
EC,12/12/2020,Boreham Wood,Aldershot,3,2,H,2,1,H,1.86,3.7,4.28,2-1,3-2,0,0,0,0
EC,12/12/2020,Chesterfield,Barnet,6,0,H,1,0,H,1.75,4.27,4.22,1-0,6-0,0,0,0,0
EC,12/12/2020,Dag and Red,Altrincham,0,1,A,0,1,A,2.48,3.59,2.8,0-1,0-1,0,0,0,0
EC,12/12/2020,Kings Lynn,Torquay,0,0,D,0,0,D,4.28,3.93,1.81,0-0,0-0,0,0,0,0
EC,12/12/2020,Wealdstone,Weymouth,2,1,H,1,1,D,2.1,3.72,3.38,1-1,2-1,0,0,0,0
EC,12/12/2020,Woking,Hartlepool,3,0,H,2,0,H,2.83,3.46,2.52,2-0,3-0,0,0,0,0
EC,12/12/2020,Solihull,Bromley,0,1,A,0,1,A,2.21,3.61,3.24,0-1,0-1,0,0,0,0
EC,15/12/2020,Notts County,Stockport,1,0,H,1,0,H,2.76,3.54,2.58,1-0,1-0,0,0,0,0
EC,15/12/2020,Solihull,Halifax,2,1,H,1,1,D,1.98,3.92,3.57,1-1,2-1,0,0,0,0
EC,15/12/2020,Torquay,Dag and Red,0,1,A,0,1,A,1.67,3.83,5.52,0-1,0-1,0,0,0,0
EC,15/12/2020,Weymouth,Wrexham,2,3,A,2,0,H,4.29,3.63,1.88,2-0,2-3,0,0,0,0
EC,22/12/2020,Hartlepool,Stockport,4,0,H,1,0,H,2.93,3.34,2.55,1-0,4-0,0,0,0,0
EC,22/12/2020,Halifax,Eastleigh,3,1,H,2,0,H,2.37,3.48,3.04,2-0,3-1,0,0,0,0
EC,26/12/2020,Aldershot,Woking,3,0,H,3,0,H,2.64,3.45,2.7,3-0,3-0,0,0,0,0
EC,26/12/2020,Altrincham,Stockport,1,1,D,1,0,H,3.81,3.73,1.96,1-0,1-1,0,0,0,0
EC,26/12/2020,Eastleigh,Weymouth,0,0,D,0,0,D,1.83,3.47,4.83,0-0,0-0,0,0,0,0
EC,26/12/2020,Hartlepool,Halifax,3,1,H,1,1,D,2.13,3.6,3.41,1-1,3-1,0,0,0,0
EC,26/12/2020,Maidenhead,Wealdstone,4,0,H,2,0,H,2.48,3.83,2.67,2-0,4-0,0,0,0,0
EC,26/12/2020,Torquay,Yeovil,6,1,H,4,0,H,1.83,4.05,4.04,4-0,6-1,0,0,0,0
EC,26/12/2020,Dover Athletic,Dag and Red,0,1,A,0,0,D,3.97,3.55,1.97,0-0,0-1,0,0,0,0
EC,28/12/2020,Woking,Eastleigh,0,0,D,0,0,D,2.52,3.54,2.78,0-0,0-0,0,0,0,0
EC,28/12/2020,Halifax,Altrincham,3,2,H,2,1,H,1.98,3.74,3.74,2-1,3-2,0,0,0,0
EC,28/12/2020,Notts County,Hartlepool,0,1,A,0,1,A,2.17,3.83,3.14,0-1,0-1,0,0,0,0
EC,28/12/2020,Stockport,Wrexham,2,0,H,2,0,H,2.07,3.53,3.66,2-0,2-0,0,0,0,0
EC,28/12/2020,Weymouth,Torquay,3,4,A,1,2,A,4.62,4.09,1.72,1-2,3-4,0,0,0,0
EC,28/12/2020,Yeovil,Aldershot,3,0,H,1,0,H,2.06,3.56,3.67,1-0,3-0,0,0,0,0
EC,02/01/2021,Chesterfield,Solihull,1,0,H,1,0,H,2.53,3.69,2.68,1-0,1-0,0,0,0,0
EC,02/01/2021,Stockport,Altrincham,2,2,D,1,0,H,1.56,4.33,5.76,1-0,2-2,0,0,0,0
EC,02/01/2021,Weymouth,Eastleigh,1,1,D,0,1,A,3.52,3.88,2.01,0-1,1-1,0,0,0,0
EC,02/01/2021,Woking,Aldershot,0,1,A,0,0,D,2.11,3.6,3.47,0-0,0-1,0,0,0,0
EC,02/01/2021,Yeovil,Torquay,2,1,H,0,0,D,3.43,3.68,2.1,0-0,2-1,0,0,0,0
EC,02/01/2021,Barnet,Boreham Wood,0,3,A,0,3,A,3.88,3.66,1.96,0-3,0-3,0,0,0,0
EC,05/01/2021,Solihull,Chesterfield,2,1,H,0,1,A,2.52,3.52,2.79,0-1,2-1,0,0,0,0
EC,05/01/2021,Weymouth,Yeovil,0,3,A,0,2,A,3.97,4.1,1.83,0-2,0-3,0,0,0,0
EC,09/01/2021,Hartlepool,Wealdstone,3,1,H,1,0,H,1.67,4.05,5.06,1-0,3-1,0,0,0,0
EC,09/01/2021,Kings Lynn,Halifax,1,1,D,1,0,H,2.96,3.8,2.28,1-0,1-1,0,0,0,0
EC,09/01/2021,Sutton,Altrincham,2,2,D,2,1,H,1.76,3.61,4.81,2-1,2-2,0,0,0,0
EC,12/01/2021,Dover Athletic,Boreham Wood,1,1,D,0,1,A,8.35,4.73,1.39,0-1,1-1,0,0,0,0
EC,16/01/2021,Wrexham,Dover Athletic,3,1,H,1,1,D,1.45,4.61,6.1,1-1,3-1,0,0,0,0
EC,19/01/2021,Dag and Red,Stockport,0,2,A,0,0,D,4.25,3.64,1.84,0-0,0-2,0,0,0,0
EC,19/01/2021,Eastleigh,Kings Lynn,0,1,A,0,1,A,1.97,3.93,3.51,0-1,0-1,0,0,0,0
EC,23/01/2021,Barnet,Altrincham,1,2,A,1,1,D,2.74,3.55,2.48,1-1,1-2,0,0,0,0
EC,23/01/2021,Bromley,Halifax,1,2,A,1,1,D,2.45,3.52,2.8,1-1,1-2,0,0,0,0
EC,23/01/2021,Chesterfield,Wrexham,2,1,H,1,1,D,2.12,3.72,3.22,1-1,2-1,0,0,0,0
EC,23/01/2021,Dag and Red,Kings Lynn,3,2,H,0,2,A,2.35,3.61,2.88,0-2,3-2,0,0,0,0
EC,23/01/2021,Dover Athletic,Solihull,0,2,A,0,1,A,6.34,3.32,1.64,0-1,0-2,0,0,0,0
EC,23/01/2021,Notts County,Torquay,0,0,D,0,0,D,2.65,3.59,2.53,0-0,0-0,0,0,0,0
