"","MatchNumber","RoundNumber","Location","Date","Home_Team","Away_Team"
"447","447","1","stadium","3/19/2022","Oldham","Exeter"
"448","448","1","stadium","3/19/2022","Colchester","Forest Green"
"449","449","1","stadium","3/19/2022","Newport County","Hartlepool"
"450","450","1","stadium","3/19/2022","Bradford","Port Vale"
"451","451","1","stadium","3/19/2022","Leyton Orient","Rochdale"
"452","452","1","stadium","3/19/2022","Salford","Scunthorpe"
"453","453","1","stadium","3/19/2022","Mansfield","Stevenage"
"454","454","1","stadium","3/19/2022","Crawley Town","Swindon"
"455","455","1","stadium","3/19/2022","Sutton","Tranmere"
"456","456","1","stadium","3/19/2022","Harrogate","Walsall"
"457","457","1","stadium","3/26/2022","Leyton Orient","Barrow"
"458","458","1","stadium","3/26/2022","Carlisle","Bristol Rvs"
"459","459","1","stadium","3/26/2022","Swindon","Forest Green"
"460","460","1","stadium","3/26/2022","Scunthorpe","Harrogate"
"461","461","1","stadium","3/26/2022","Northampton","Hartlepool"
"462","462","1","stadium","3/26/2022","Oldham","Mansfield"
"463","463","1","stadium","3/26/2022","Bradford","Newport County"
"464","464","1","stadium","3/26/2022","Crawley Town","Rochdale"
"465","465","1","stadium","3/26/2022","Exeter","Stevenage"
"466","466","1","stadium","3/26/2022","Port Vale","Sutton"
"467","467","1","stadium","3/26/2022","Colchester","Tranmere"
"468","468","1","stadium","3/26/2022","Salford","Walsall"
"469","469","1","stadium","4/2/2022","Bristol Rvs","Bradford"
"470","470","1","stadium","4/2/2022","Tranmere","Carlisle"
"471","471","1","stadium","4/2/2022","Harrogate","Colchester"
"472","472","1","stadium","4/2/2022","Sutton","Crawley Town"
"473","473","1","stadium","4/2/2022","Newport County","Exeter"
"474","474","1","stadium","4/2/2022","Walsall","Leyton Orient"
"475","475","1","stadium","4/2/2022","Mansfield","Northampton"
"476","476","1","stadium","4/2/2022","Stevenage","Oldham"
"477","477","1","stadium","4/2/2022","Barrow","Port Vale"
"478","478","1","stadium","4/2/2022","Hartlepool","Salford"
"479","479","1","stadium","4/2/2022","Forest Green","Scunthorpe"
"480","480","1","stadium","4/2/2022","Rochdale","Swindon"
"481","481","1","stadium","4/9/2022","Crawley Town","Barrow"
"482","482","1","stadium","4/9/2022","Northampton","Bradford"
"483","483","1","stadium","4/9/2022","Tranmere","Bristol Rvs"
"484","484","1","stadium","4/9/2022","Carlisle","Exeter"
"485","485","1","stadium","4/9/2022","Salford","Harrogate"
"486","486","1","stadium","4/9/2022","Forest Green","Hartlepool"
"487","487","1","stadium","4/9/2022","Sutton","Leyton Orient"
"488","488","1","stadium","4/9/2022","Scunthorpe","Mansfield"
"489","489","1","stadium","4/9/2022","Swindon","Newport County"
"490","490","1","stadium","4/9/2022","Port Vale","Oldham"
"491","491","1","stadium","4/9/2022","Colchester","Stevenage"
"492","492","1","stadium","4/9/2022","Rochdale","Walsall"
"493","493","1","stadium","4/15/2022","Walsall","Carlisle"
"494","494","1","stadium","4/15/2022","Exeter","Colchester"
"495","495","1","stadium","4/15/2022","Newport County","Crawley Town"
"496","496","1","stadium","4/15/2022","Barrow","Forest Green"
"497","497","1","stadium","4/15/2022","Oldham","Northampton"
"498","498","1","stadium","4/15/2022","Hartlepool","Port Vale"
"499","499","1","stadium","4/15/2022","Stevenage","Rochdale"
"500","500","1","stadium","4/15/2022","Bristol Rvs","Salford"
"501","501","1","stadium","4/15/2022","Leyton Orient","Scunthorpe"
"502","502","1","stadium","4/15/2022","Mansfield","Sutton"
"503","503","1","stadium","4/15/2022","Harrogate","Swindon"
"504","504","1","stadium","4/15/2022","Bradford","Tranmere"
"505","505","1","stadium","4/18/2022","Salford","Barrow"
"506","506","1","stadium","4/18/2022","Colchester","Bradford"
"507","507","1","stadium","4/18/2022","Port Vale","Bristol Rvs"
"508","508","1","stadium","4/18/2022","Tranmere","Exeter"
"509","509","1","stadium","4/18/2022","Northampton","Harrogate"
"510","510","1","stadium","4/18/2022","Rochdale","Hartlepool"
"511","511","1","stadium","4/18/2022","Swindon","Leyton Orient"
"512","512","1","stadium","4/18/2022","Carlisle","Mansfield"
"513","513","1","stadium","4/18/2022","Sutton","Newport County"
"514","514","1","stadium","4/18/2022","Forest Green","Oldham"
"515","515","1","stadium","4/18/2022","Scunthorpe","Stevenage"
"516","516","1","stadium","4/18/2022","Crawley Town","Walsall"
"517","517","1","stadium","4/23/2022","Harrogate","Carlisle"
"518","518","1","stadium","4/23/2022","Newport County","Colchester"
"519","519","1","stadium","4/23/2022","Mansfield","Crawley Town"
"520","520","1","stadium","4/23/2022","Bristol Rvs","Forest Green"
"521","521","1","stadium","4/23/2022","Leyton Orient","Northampton"
"522","522","1","stadium","4/23/2022","Walsall","Port Vale"
"523","523","1","stadium","4/23/2022","Exeter","Rochdale"
"524","524","1","stadium","4/23/2022","Oldham","Salford"
"525","525","1","stadium","4/23/2022","Bradford","Scunthorpe"
"526","526","1","stadium","4/23/2022","Barrow","Sutton"
"527","527","1","stadium","4/23/2022","Hartlepool","Swindon"
"528","528","1","stadium","4/23/2022","Stevenage","Tranmere"
"529","529","1","stadium","4/30/2022","Swindon","Barrow"
"530","530","1","stadium","4/30/2022","Sutton","Bradford"
"531","531","1","stadium","4/30/2022","Rochdale","Bristol Rvs"
"532","532","1","stadium","4/30/2022","Northampton","Exeter"
"533","533","1","stadium","4/30/2022","Forest Green","Harrogate"
"534","534","1","stadium","4/30/2022","Scunthorpe","Hartlepool"
"535","535","1","stadium","4/30/2022","Crawley Town","Leyton Orient"
"536","536","1","stadium","4/30/2022","Salford","Mansfield"
"537","537","1","stadium","4/30/2022","Port Vale","Newport County"
"538","538","1","stadium","4/30/2022","Tranmere","Oldham"
"539","539","1","stadium","4/30/2022","Carlisle","Stevenage"
"540","540","1","stadium","4/30/2022","Colchester","Walsall"
"541","541","1","stadium","5/7/2022","Bradford","Carlisle"
"542","542","1","stadium","5/7/2022","Hartlepool","Colchester"
"543","543","1","stadium","5/7/2022","Oldham","Crawley Town"
"544","544","1","stadium","5/7/2022","Mansfield","Forest Green"
"545","545","1","stadium","5/7/2022","Barrow","Northampton"
"546","546","1","stadium","5/7/2022","Exeter","Port Vale"
"547","547","1","stadium","5/7/2022","Newport County","Rochdale"
"548","548","1","stadium","5/7/2022","Stevenage","Salford"
"549","549","1","stadium","5/7/2022","Bristol Rvs","Scunthorpe"
"550","550","1","stadium","5/7/2022","Harrogate","Sutton"
"551","551","1","stadium","5/7/2022","Walsall","Swindon"
"552","552","1","stadium","5/7/2022","Leyton Orient","Tranmere"
