"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS"
"6987","E2",2011-04-02,"Sheffield Weds","Colchester",2,1,"H",1,0,"H",2.2,3.4,3.2,"1-0","2-1"
"6988","E2",2011-04-02,"Southampton","Milton Keynes Dons",3,2,"H",0,1,"A",1.62,3.75,5.5,"0-1","3-2"
"6989","E2",2011-04-02,"Swindon","Hartlepool",1,1,"D",0,1,"A",2.2,3.4,3.2,"0-1","1-1"
"6990","E2",2011-04-02,"Tranmere","Huddersfield",0,2,"A",0,1,"A",3.2,3.4,2.2,"0-1","0-2"
"6991","E2",2011-04-02,"Yeovil","Bristol Rvs",0,1,"A",0,0,"D",1.91,3.4,4,"0-0","0-1"
"6992","E2",2011-04-05,"Bristol Rvs","Bournemouth",1,0,"H",1,0,"H",3.1,3.4,2.25,"1-0","1-0"
"6993","E2",2011-04-05,"Dag and Red","Peterboro",0,2,"A",0,2,"A",3.4,3.4,2.1,"0-2","0-2"
"6994","E2",2011-04-05,"Leyton Orient","Plymouth",2,0,"H",2,0,"H",1.8,3.5,4.5,"2-0","2-0"
"6995","E2",2011-04-05,"Notts County","Rochdale",1,2,"A",0,2,"A",2.4,3.4,2.8,"0-2","1-2"
"6996","E2",2011-04-05,"Sheffield Weds","Tranmere",4,0,"H",3,0,"H",1.83,3.4,4.33,"3-0","4-0"
"6997","E2",2011-04-05,"Southampton","Charlton",2,0,"H",1,0,"H",1.5,4.33,6,"1-0","2-0"
"6998","E2",2011-04-09,"Bournemouth","Tranmere",1,2,"A",0,1,"A",1.67,3.5,5.5,"0-1","1-2"
"6999","E2",2011-04-09,"Brentford","Swindon",0,1,"A",0,0,"D",2,3.4,3.75,"0-0","0-1"
"7000","E2",2011-04-09,"Brighton","Sheffield Weds",2,0,"H",1,0,"H",1.57,4,5.5,"1-0","2-0"
"7001","E2",2011-04-09,"Bristol Rvs","Exeter",0,2,"A",0,0,"D",2.38,3.4,2.88,"0-0","0-2"
"7002","E2",2011-04-09,"Colchester","Rochdale",1,0,"H",0,0,"D",2.4,3.4,2.8,"0-0","1-0"
"7003","E2",2011-04-09,"Dag and Red","Notts County",3,1,"H",3,0,"H",2.25,3.4,3.1,"3-0","3-1"
"7004","E2",2011-04-09,"Hartlepool","Yeovil",3,1,"H",1,1,"D",2.3,3.4,3,"1-1","3-1"
"7005","E2",2011-04-09,"Huddersfield","Peterboro",1,1,"D",0,1,"A",2.25,3.25,3.2,"0-1","1-1"
"7006","E2",2011-04-09,"Leyton Orient","Southampton",0,2,"A",0,1,"A",3.6,3.5,2,"0-1","0-2"
"7007","E2",2011-04-09,"Milton Keynes Dons","Carlisle",3,2,"H",1,1,"D",1.8,3.5,4.5,"1-1","3-2"
"7008","E2",2011-04-09,"Oldham","Charlton",0,0,"D",0,0,"D",2.5,3.3,2.75,"0-0","0-0"
"7009","E2",2011-04-09,"Plymouth","Walsall",2,0,"H",0,0,"D",2.3,3.4,3,"0-0","2-0"
"7010","E2",2011-04-12,"Brighton","Dag and Red",4,3,"H",2,1,"H",1.5,4,6.5,"2-1","4-3"
"7011","E2",2011-04-12,"Leyton Orient","Carlisle",0,0,"D",0,0,"D",1.91,3.4,4,"0-0","0-0"
"7012","E2",2011-04-12,"Rochdale","Southampton",2,0,"H",2,0,"H",3.75,3.4,2,"2-0","2-0"
"7013","E2",2011-04-12,"Walsall","Brentford",3,2,"H",1,1,"D",2.38,3.4,2.88,"1-1","3-2"
"7014","E2",2011-04-12,"Yeovil","Notts County",2,1,"H",1,0,"H",2,3.4,3.75,"1-0","2-1"
"7015","E2",2011-04-16,"Carlisle","Colchester",4,1,"H",3,0,"H",2.38,3.3,2.9,"3-0","4-1"
"7016","E2",2011-04-16,"Charlton","Huddersfield",0,1,"A",0,0,"D",3.1,3.4,2.2,"0-0","0-1"
"7017","E2",2011-04-16,"Exeter","Leyton Orient",2,1,"H",1,1,"D",2.38,3.4,2.88,"1-1","2-1"
"7018","E2",2011-04-16,"Notts County","Bournemouth",0,2,"A",0,0,"D",2.62,3.3,2.62,"0-0","0-2"
"7019","E2",2011-04-16,"Peterboro","Plymouth",2,1,"H",0,1,"A",1.44,4.5,6.5,"0-1","2-1"
"7020","E2",2011-04-16,"Rochdale","Brentford",0,1,"A",0,0,"D",1.8,3.5,4.5,"0-0","0-1"
"7021","E2",2011-04-16,"Sheffield Weds","Hartlepool",2,0,"H",1,0,"H",1.91,3.4,4,"1-0","2-0"
"7022","E2",2011-04-16,"Southampton","Bristol Rvs",1,0,"H",0,0,"D",1.33,5,9,"0-0","1-0"
"7023","E2",2011-04-16,"Swindon","Milton Keynes Dons",0,1,"A",0,1,"A",2.62,3.3,2.62,"0-1","0-1"
"7024","E2",2011-04-16,"Tranmere","Dag and Red",2,0,"H",2,0,"H",2.2,3.4,3.2,"2-0","2-0"
"7025","E2",2011-04-16,"Walsall","Brighton",1,3,"A",1,1,"D",2.8,3.4,2.1,"1-1","1-3"
"7026","E2",2011-04-16,"Yeovil","Oldham",1,1,"D",0,1,"A",2,3.5,3.6,"0-1","1-1"
"7027","E2",2011-04-19,"Tranmere","Notts County",0,1,"A",0,1,"A",2.1,3.5,3.25,"0-1","0-1"
"7028","E2",2011-04-22,"Brentford","Colchester",1,1,"D",0,1,"A",2.2,3.4,3.2,"0-1","1-1"
"7029","E2",2011-04-22,"Dag and Red","Plymouth",0,1,"A",0,0,"D",2,3.5,3.6,"0-0","0-1"
"7030","E2",2011-04-22,"Exeter","Oldham",2,0,"H",2,0,"H",1.8,3.5,4.5,"2-0","2-0"
"7031","E2",2011-04-22,"Hartlepool","Tranmere",1,1,"D",1,0,"H",2.3,3.4,3,"1-0","1-1"
"7032","E2",2011-04-22,"Leyton Orient","Peterboro",2,1,"H",0,0,"D",3,3.4,2.3,"0-0","2-1"
"7033","E2",2011-04-22,"Milton Keynes Dons","Huddersfield",1,3,"A",0,2,"A",2.5,3.3,2.75,"0-2","1-3"
"7034","E2",2011-04-23,"Brighton","Southampton",1,2,"A",1,0,"H",2.5,3.4,2.7,"1-0","1-2"
"7035","E2",2011-04-23,"Bristol Rvs","Charlton",2,2,"D",0,1,"A",2.25,3.3,3.1,"0-1","2-2"
"7036","E2",2011-04-23,"Rochdale","Carlisle",2,3,"A",1,1,"D",1.8,3.5,4.5,"1-1","2-3"
"7037","E2",2011-04-23,"Swindon","Notts County",1,2,"A",1,0,"H",2.2,3.4,3.2,"1-0","1-2"
"7038","E2",2011-04-23,"Walsall","Sheffield Weds",1,1,"D",1,1,"D",2.25,3.4,3.1,"1-1","1-1"
"7039","E2",2011-04-23,"Yeovil","Bournemouth",2,2,"D",0,0,"D",2.88,3.4,2.38,"0-0","2-2"
"7040","E2",2011-04-25,"Bournemouth","Bristol Rvs",2,1,"H",0,1,"A",1.62,3.75,5.5,"0-1","2-1"
"7041","E2",2011-04-25,"Carlisle","Leyton Orient",0,1,"A",0,1,"A",2.38,3.5,2.8,"0-1","0-1"
"7042","E2",2011-04-25,"Charlton","Rochdale",3,1,"H",1,0,"H",2.6,3.5,2.5,"1-0","3-1"
"7043","E2",2011-04-25,"Colchester","Brighton",1,1,"D",1,0,"H",2.7,3.4,2.5,"1-0","1-1"
"7044","E2",2011-04-25,"Huddersfield","Dag and Red",2,1,"H",2,1,"H",1.44,4.33,7,"2-1","2-1"
"7045","E2",2011-04-25,"Notts County","Brentford",1,1,"D",0,0,"D",2.2,3.5,3.1,"0-0","1-1"
"7046","E2",2011-04-25,"Oldham","Walsall",1,1,"D",0,0,"D",2.4,3.5,2.75,"0-0","1-1"
"7047","E2",2011-04-25,"Peterboro","Yeovil",2,2,"D",0,1,"A",1.5,4.33,6,"0-1","2-2"
"7048","E2",2011-04-25,"Plymouth","Milton Keynes Dons",1,0,"H",1,0,"H",2.6,3.5,2.5,"1-0","1-0"
"7049","E2",2011-04-25,"Sheffield Weds","Swindon",3,1,"H",2,1,"H",2,3.5,3.6,"2-1","3-1"
"7050","E2",2011-04-25,"Southampton","Hartlepool",2,0,"H",0,0,"D",1.29,5.5,9,"0-0","2-0"
"7051","E2",2011-04-25,"Tranmere","Exeter",4,0,"H",1,0,"H",2.5,3.5,2.6,"1-0","4-0"
"7052","E2",2011-04-30,"Brentford","Southampton",0,3,"A",0,2,"A",5.5,3.8,1.62,"0-2","0-3"
"7053","E2",2011-04-30,"Brighton","Huddersfield",2,3,"A",0,1,"A",2.62,3.5,2.5,"0-1","2-3"
"7054","E2",2011-04-30,"Bristol Rvs","Sheffield Weds",1,1,"D",1,1,"D",2.25,3.5,3,"1-1","1-1"
"7055","E2",2011-04-30,"Dag and Red","Carlisle",3,0,"H",2,0,"H",2,3.5,3.6,"2-0","3-0"
"7056","E2",2011-04-30,"Exeter","Plymouth",1,0,"H",0,0,"D",2.2,3.5,3.1,"0-0","1-0"
"7057","E2",2011-04-30,"Hartlepool","Bournemouth",2,2,"D",0,2,"A",3.2,3.5,2.1,"0-2","2-2"
"7058","E2",2011-04-30,"Leyton Orient","Tranmere",0,3,"A",0,2,"A",1.73,3.75,4.5,"0-2","0-3"
"7059","E2",2011-04-30,"Milton Keynes Dons","Notts County",2,1,"H",0,0,"D",1.8,3.6,4.33,"0-0","2-1"
"7060","E2",2011-04-30,"Rochdale","Peterboro",2,2,"D",1,1,"D",2.5,3.5,2.62,"1-1","2-2"
"7061","E2",2011-04-30,"Swindon","Oldham",0,2,"A",0,1,"A",2.4,3.4,2.8,"0-1","0-2"
"7062","E2",2011-04-30,"Walsall","Charlton",2,0,"H",1,0,"H",1.91,3.6,3.75,"1-0","2-0"
"7063","E2",2011-04-30,"Yeovil","Colchester",4,2,"H",3,1,"H",2.3,3.4,3,"3-1","4-2"
"7064","E2",2011-05-02,"Plymouth","Southampton",1,3,"A",0,1,"A",5.5,4,1.57,"0-1","1-3"
"7065","E2",2011-05-07,"Bournemouth","Rochdale",1,2,"A",1,1,"D",2,3.4,3.75,"1-1","1-2"
"7066","E2",2011-05-07,"Carlisle","Yeovil",0,2,"A",0,1,"A",2,3.4,3.75,"0-1","0-2"
"7067","E2",2011-05-07,"Charlton","Hartlepool",0,0,"D",0,0,"D",1.91,3.4,4,"0-0","0-0"
"7068","E2",2011-05-07,"Colchester","Bristol Rvs",2,1,"H",2,0,"H",1.8,3.5,4.5,"2-0","2-1"
"7069","E2",2011-05-07,"Huddersfield","Brentford",4,4,"D",2,1,"H",1.8,3.6,4.33,"2-1","4-4"
"7070","E2",2011-05-07,"Notts County","Brighton",1,1,"D",1,1,"D",2.25,3.5,3,"1-1","1-1"
"7071","E2",2011-05-07,"Oldham","Milton Keynes Dons",1,2,"A",1,1,"D",2.38,3.4,2.88,"1-1","1-2"
"7072","E2",2011-05-07,"Peterboro","Dag and Red",5,0,"H",1,0,"H",1.91,3.75,3.6,"1-0","5-0"
"7073","E2",2011-05-07,"Plymouth","Leyton Orient",1,4,"A",0,2,"A",2.3,3.4,3,"0-2","1-4"
"7074","E2",2011-05-07,"Sheffield Weds","Exeter",1,2,"A",1,0,"H",1.91,3.4,4,"1-0","1-2"
"7075","E2",2011-05-07,"Southampton","Walsall",3,1,"H",2,1,"H",1.73,3.75,4.5,"2-1","3-1"
"7076","E2",2011-05-07,"Tranmere","Swindon",0,2,"A",0,2,"A",1.73,3.75,4.5,"0-2","0-2"
"10389","E3",2010-08-07,"Accrington","Aldershot",0,0,"D",0,0,"D",2.5,3.3,2.75,"0-0","0-0"
"10390","E3",2010-08-07,"Burton","Oxford",0,0,"D",0,0,"D",2.25,3.3,3.1,"0-0","0-0"
"10391","E3",2010-08-07,"Bury","Port Vale",0,1,"A",0,0,"D",2.25,3.3,3.1,"0-0","0-1"
"10392","E3",2010-08-07,"Chesterfield","Barnet",2,1,"H",1,0,"H",1.62,3.6,6,"1-0","2-1"
"10393","E3",2010-08-07,"Crewe","Hereford",0,1,"A",0,1,"A",1.91,3.4,4,"0-1","0-1"
"10394","E3",2010-08-07,"Gillingham","Cheltenham",1,1,"D",0,0,"D",1.67,3.5,5.5,"0-0","1-1"
"10395","E3",2010-08-07,"Rotherham","Lincoln",2,1,"H",1,0,"H",1.73,3.5,5,"1-0","2-1"
"10396","E3",2010-08-07,"Shrewsbury","Bradford",3,1,"H",1,1,"D",2.38,3.4,2.88,"1-1","3-1"
"10397","E3",2010-08-07,"Southend","Stockport",1,1,"D",0,0,"D",2,3.4,3.75,"0-0","1-1"
"10398","E3",2010-08-07,"Stevenage","Macclesfield",2,2,"D",1,1,"D",1.91,3.4,4,"1-1","2-2"
"10399","E3",2010-08-07,"Torquay","Northampton",3,0,"H",1,0,"H",2.38,3.4,2.88,"1-0","3-0"
"10400","E3",2010-08-07,"Wycombe","Morecambe",2,0,"H",1,0,"H",1.91,3.4,4,"1-0","2-0"
"10401","E3",2010-08-14,"Aldershot","Southend",1,0,"H",0,0,"D",2.1,3.25,3.5,"0-0","1-0"
"10402","E3",2010-08-14,"Barnet","Burton",0,0,"D",0,0,"D",2.5,3.3,2.75,"0-0","0-0"
"10403","E3",2010-08-14,"Bradford","Stevenage",1,0,"H",1,0,"H",2,3.3,3.75,"1-0","1-0"
"10404","E3",2010-08-14,"Cheltenham","Crewe",3,2,"H",2,1,"H",2.38,3.3,2.9,"2-1","3-2"
"10405","E3",2010-08-14,"Hereford","Gillingham",0,0,"D",0,0,"D",2.5,3.3,2.75,"0-0","0-0"
"10406","E3",2010-08-14,"Lincoln","Torquay",0,2,"A",0,1,"A",2.5,3.3,2.75,"0-1","0-2"
"10407","E3",2010-08-14,"Macclesfield","Shrewsbury",0,1,"A",0,1,"A",2.88,3.3,2.4,"0-1","0-1"
"10408","E3",2010-08-14,"Morecambe","Rotherham",0,0,"D",0,0,"D",2.5,3.3,2.75,"0-0","0-0"
"10409","E3",2010-08-14,"Northampton","Accrington",0,0,"D",0,0,"D",1.83,3.3,4.5,"0-0","0-0"
"10410","E3",2010-08-14,"Oxford","Bury",1,2,"A",1,1,"D",2,3.3,3.75,"1-1","1-2"
"10411","E3",2010-08-14,"Port Vale","Chesterfield",1,1,"D",1,0,"H",2.2,3.25,3.25,"1-0","1-1"
"10412","E3",2010-08-14,"Stockport","Wycombe",0,0,"D",0,0,"D",3.1,3.3,2.25,"0-0","0-0"
"10413","E3",2010-08-21,"Accrington","Macclesfield",3,0,"H",2,0,"H",2.2,3.4,3.2,"2-0","3-0"
"10414","E3",2010-08-21,"Burton","Morecambe",3,2,"H",1,1,"D",2.2,3.4,3.2,"1-1","3-2"
"10415","E3",2010-08-21,"Bury","Northampton",1,1,"D",0,1,"A",2.1,3.4,3.4,"0-1","1-1"
"10416","E3",2010-08-21,"Chesterfield","Hereford",4,0,"H",2,0,"H",1.91,3.4,4,"2-0","4-0"
"10417","E3",2010-08-21,"Crewe","Barnet",7,0,"H",2,0,"H",1.83,3.4,4.5,"2-0","7-0"
"10418","E3",2010-08-21,"Gillingham","Lincoln",0,1,"A",0,1,"A",1.73,3.5,5,"0-1","0-1"
"10419","E3",2010-08-21,"Rotherham","Cheltenham",6,4,"H",2,3,"A",1.73,3.5,5,"2-3","6-4"
"10420","E3",2010-08-21,"Shrewsbury","Aldershot",1,1,"D",1,1,"D",2,3.4,3.75,"1-1","1-1"
"10421","E3",2010-08-21,"Southend","Port Vale",1,3,"A",0,1,"A",2.62,3.3,2.62,"0-1","1-3"
"10422","E3",2010-08-21,"Stevenage","Stockport",3,1,"H",2,0,"H",1.83,3.4,4.5,"2-0","3-1"
"10423","E3",2010-08-21,"Torquay","Bradford",2,0,"H",1,0,"H",2.1,3.4,3.4,"1-0","2-0"
"10424","E3",2010-08-21,"Wycombe","Oxford",0,0,"D",0,0,"D",1.83,3.5,4.33,"0-0","0-0"
"10425","E3",2010-08-27,"Bradford","Southend",0,2,"A",0,1,"A",1.73,3.5,5,"0-1","0-2"
"10426","E3",2010-08-28,"Aldershot","Stevenage",1,1,"D",0,0,"D",2.25,3.3,3.2,"0-0","1-1"
"10427","E3",2010-08-28,"Barnet","Bury",1,1,"D",0,0,"D",2.88,3.3,2.38,"0-0","1-1"
"10428","E3",2010-08-28,"Cheltenham","Burton",2,1,"H",0,1,"A",2.5,3.3,2.8,"0-1","2-1"
"10429","E3",2010-08-28,"Hereford","Rotherham",0,1,"A",0,1,"A",2.62,3.3,2.6,"0-1","0-1"
"10430","E3",2010-08-28,"Lincoln","Crewe",1,1,"D",1,1,"D",2.38,3.3,2.9,"1-1","1-1"
"10431","E3",2010-08-28,"Macclesfield","Chesterfield",1,1,"D",0,0,"D",3.2,3.3,2.25,"0-0","1-1"
"10432","E3",2010-08-28,"Morecambe","Gillingham",1,1,"D",0,0,"D",2.3,3.3,3,"0-0","1-1"
"10433","E3",2010-08-28,"Northampton","Wycombe",1,1,"D",0,1,"A",2.5,3.3,2.8,"0-1","1-1"
"10434","E3",2010-08-28,"Oxford","Accrington",0,0,"D",0,0,"D",1.73,3.5,5,"0-0","0-0"
"10435","E3",2010-08-28,"Port Vale","Torquay",1,2,"A",1,2,"A",2.3,3.4,3,"1-2","1-2"
"10436","E3",2010-08-28,"Stockport","Shrewsbury",0,4,"A",0,1,"A",3,3.4,2.3,"0-1","0-4"
"10437","E3",2010-09-04,"Accrington","Wycombe",1,1,"D",0,0,"D",2.7,3.4,2.5,"0-0","1-1"
"10438","E3",2010-09-04,"Aldershot","Northampton",1,1,"D",0,1,"A",2,3.4,3.5,"0-1","1-1"
"10439","E3",2010-09-04,"Barnet","Cheltenham",3,1,"H",1,1,"D",2.5,3.3,2.8,"1-1","3-1"
"10440","E3",2010-09-04,"Bradford","Port Vale",0,2,"A",0,1,"A",2.5,3.4,2.7,"0-1","0-2"
"10441","E3",2010-09-04,"Burton","Hereford",3,0,"H",2,0,"H",2,3.5,3.5,"2-0","3-0"
"10442","E3",2010-09-04,"Bury","Gillingham",5,4,"H",2,0,"H",2.25,3.4,3,"2-0","5-4"
"10443","E3",2010-09-04,"Chesterfield","Lincoln",2,1,"H",1,0,"H",1.73,3.5,5,"1-0","2-1"
"10444","E3",2010-09-04,"Macclesfield","Stockport",0,2,"A",0,1,"A",2.1,3.4,3.4,"0-1","0-2"
"10445","E3",2010-09-04,"Oxford","Morecambe",4,0,"H",2,0,"H",2,3.5,3.5,"2-0","4-0"
"10446","E3",2010-09-04,"Shrewsbury","Rotherham",1,0,"H",1,0,"H",2.25,3.4,3.1,"1-0","1-0"
"10447","E3",2010-09-04,"Southend","Torquay",2,1,"H",2,0,"H",3.1,3.4,2.25,"2-0","2-1"
"10448","E3",2010-09-04,"Stevenage","Crewe",1,1,"D",1,0,"H",2,3.4,3.75,"1-0","1-1"
"10449","E3",2010-09-11,"Cheltenham","Stevenage",1,0,"H",0,0,"D",2.5,3.4,2.7,"0-0","1-0"
"10450","E3",2010-09-11,"Crewe","Bury",3,0,"H",2,0,"H",2.4,3.4,2.8,"2-0","3-0"
"10451","E3",2010-09-11,"Gillingham","Shrewsbury",2,0,"H",1,0,"H",2.5,3.4,2.7,"1-0","2-0"
"10452","E3",2010-09-11,"Hereford","Oxford",0,2,"A",0,1,"A",2.7,3.4,2.5,"0-1","0-2"
"10453","E3",2010-09-11,"Lincoln","Barnet",1,0,"H",1,0,"H",2,3.5,3.6,"1-0","1-0"
"10454","E3",2010-09-11,"Morecambe","Chesterfield",1,1,"D",1,0,"H",2.8,3.4,2.4,"1-0","1-1"
"10455","E3",2010-09-11,"Northampton","Southend",2,1,"H",0,0,"D",2.2,3.5,3.1,"0-0","2-1"
"10456","E3",2010-09-11,"Port Vale","Aldershot",1,0,"H",1,0,"H",1.8,3.5,4.5,"1-0","1-0"
"10457","E3",2010-09-11,"Rotherham","Burton",3,3,"D",3,0,"H",1.91,3.4,4,"3-0","3-3"
"10458","E3",2010-09-11,"Stockport","Bradford",1,1,"D",0,0,"D",2.6,3.3,2.62,"0-0","1-1"
"10459","E3",2010-09-11,"Torquay","Accrington",0,0,"D",0,0,"D",1.73,3.5,5,"0-0","0-0"
"10460","E3",2010-09-11,"Wycombe","Macclesfield",1,2,"A",0,2,"A",1.57,3.8,6,"0-2","1-2"
"10461","E3",2010-09-17,"Accrington","Lincoln",3,0,"H",2,0,"H",2.1,3.4,3.4,"2-0","3-0"
"10462","E3",2010-09-18,"Aldershot","Wycombe",0,0,"D",0,0,"D",2.38,3.4,2.88,"0-0","0-0"
"10463","E3",2010-09-18,"Barnet","Rotherham",1,4,"A",0,0,"D",2.88,3.4,2.38,"0-0","1-4"
"10464","E3",2010-09-18,"Bradford","Gillingham",1,0,"H",0,0,"D",2.38,3.4,2.88,"0-0","1-0"
"10465","E3",2010-09-18,"Burton","Crewe",1,1,"D",1,0,"H",2.1,3.4,3.4,"1-0","1-1"
"10466","E3",2010-09-18,"Bury","Hereford",1,1,"D",0,0,"D",1.83,3.5,4.33,"0-0","1-1"
"10467","E3",2010-09-18,"Chesterfield","Cheltenham",3,0,"H",1,0,"H",1.73,3.5,5,"1-0","3-0"
"10468","E3",2010-09-18,"Macclesfield","Port Vale",0,3,"A",0,1,"A",3,3.5,2.25,"0-1","0-3"
"10469","E3",2010-09-18,"Oxford","Stockport",0,1,"A",0,1,"A",1.67,3.6,5.5,"0-1","0-1"
"10470","E3",2010-09-18,"Shrewsbury","Northampton",3,1,"H",1,1,"D",1.83,3.5,4.33,"1-1","3-1"
"10471","E3",2010-09-18,"Southend","Morecambe",2,3,"A",1,2,"A",2,3.5,3.6,"1-2","2-3"
"10472","E3",2010-09-18,"Stevenage","Torquay",0,0,"D",0,0,"D",2.4,3.5,2.75,"0-0","0-0"
"10473","E3",2010-09-25,"Cheltenham","Bury",0,2,"A",0,1,"A",2.4,3.4,2.8,"0-1","0-2"
"10474","E3",2010-09-25,"Crewe","Oxford",1,1,"D",1,0,"H",2.5,3.3,2.75,"1-0","1-1"
"10475","E3",2010-09-25,"Gillingham","Burton",1,0,"H",0,0,"D",2.1,3.4,3.4,"0-0","1-0"
"10476","E3",2010-09-25,"Hereford","Southend",1,3,"A",1,1,"D",2.38,3.4,2.88,"1-1","1-3"
"10477","E3",2010-09-25,"Lincoln","Stevenage",0,1,"A",0,1,"A",2.8,3.4,2.4,"0-1","0-1"
"10478","E3",2010-09-25,"Morecambe","Barnet",2,2,"D",0,0,"D",1.8,3.5,4.5,"0-0","2-2"
"10479","E3",2010-09-25,"Northampton","Bradford",2,0,"H",0,0,"D",2.3,3.4,3,"0-0","2-0"
"10480","E3",2010-09-25,"Port Vale","Accrington",2,0,"H",1,0,"H",1.8,3.5,4.5,"1-0","2-0"
"10481","E3",2010-09-25,"Rotherham","Chesterfield",1,0,"H",0,0,"D",2.2,3.4,3.2,"0-0","1-0"
"10482","E3",2010-09-25,"Stockport","Aldershot",2,2,"D",0,2,"A",2.6,3.4,2.6,"0-2","2-2"
"10483","E3",2010-09-25,"Torquay","Macclesfield",1,3,"A",1,1,"D",1.53,3.8,6.5,"1-1","1-3"
"10484","E3",2010-09-25,"Wycombe","Shrewsbury",2,2,"D",0,0,"D",2.38,3.4,2.88,"0-0","2-2"
"10485","E3",2010-09-28,"Cheltenham","Oxford",1,1,"D",1,0,"H",2.7,3.4,2.5,"1-0","1-1"
"10486","E3",2010-09-28,"Crewe","Macclesfield",1,1,"D",0,0,"D",1.83,3.4,4.33,"0-0","1-1"
"10487","E3",2010-09-28,"Gillingham","Southend",0,0,"D",0,0,"D",2,3.5,3.6,"0-0","0-0"
"10488","E3",2010-09-28,"Hereford","Stevenage",1,4,"A",0,1,"A",3.1,3.4,2.25,"0-1","1-4"
"10489","E3",2010-09-28,"Lincoln","Burton",0,0,"D",0,0,"D",2.7,3.4,2.5,"0-0","0-0"
"10490","E3",2010-09-28,"Morecambe","Bury",1,4,"A",1,2,"A",2.4,3.4,2.8,"1-2","1-4"
"10491","E3",2010-09-28,"Northampton","Chesterfield",1,2,"A",1,0,"H",2.38,3.4,2.88,"1-0","1-2"
"10492","E3",2010-09-28,"Port Vale","Shrewsbury",1,0,"H",0,0,"D",2.1,3.5,3.3,"0-0","1-0"
"10493","E3",2010-09-28,"Rotherham","Bradford",0,0,"D",0,0,"D",1.73,3.5,5,"0-0","0-0"
"10494","E3",2010-09-28,"Stockport","Accrington",2,2,"D",0,1,"A",2.4,3.4,2.8,"0-1","2-2"
"10495","E3",2010-09-28,"Torquay","Aldershot",0,1,"A",0,0,"D",2.1,3.3,3.5,"0-0","0-1"
"10496","E3",2010-09-28,"Wycombe","Barnet",4,2,"H",3,0,"H",1.73,3.75,4.5,"3-0","4-2"
"10497","E3",2010-10-02,"Accrington","Gillingham",7,4,"H",3,2,"H",2.4,3.4,2.8,"3-2","7-4"
"10498","E3",2010-10-02,"Aldershot","Cheltenham",0,2,"A",0,1,"A",1.83,3.5,4.33,"0-1","0-2"
"10499","E3",2010-10-02,"Barnet","Hereford",2,0,"H",1,0,"H",2.25,3.5,3,"1-0","2-0"
"10500","E3",2010-10-02,"Bradford","Morecambe",0,1,"A",0,1,"A",2,3.5,3.6,"0-1","0-1"
"10501","E3",2010-10-02,"Burton","Stockport",2,1,"H",0,1,"A",1.83,3.5,4.33,"0-1","2-1"
"10502","E3",2010-10-02,"Bury","Rotherham",1,1,"D",1,0,"H",2.38,3.4,2.88,"1-0","1-1"
"10503","E3",2010-10-02,"Chesterfield","Crewe",5,5,"D",1,4,"A",1.8,3.5,4.5,"1-4","5-5"
"10504","E3",2010-10-02,"Macclesfield","Northampton",2,0,"H",1,0,"H",2.5,3.4,2.7,"1-0","2-0"
"10505","E3",2010-10-02,"Oxford","Port Vale",2,1,"H",0,0,"D",2.62,3.3,2.62,"0-0","2-1"
"10506","E3",2010-10-02,"Shrewsbury","Torquay",1,1,"D",1,1,"D",2,3.4,3.75,"1-1","1-1"
"10507","E3",2010-10-02,"Southend","Lincoln",1,0,"H",1,0,"H",1.83,3.5,4.33,"1-0","1-0"
"10508","E3",2010-10-02,"Stevenage","Wycombe",0,2,"A",0,2,"A",2.2,3.4,3.2,"0-2","0-2"
"10509","E3",2010-10-09,"Barnet","Bradford",0,2,"A",0,0,"D",2.4,3.4,2.8,"0-0","0-2"
"10510","E3",2010-10-09,"Burton","Wycombe",1,2,"A",0,2,"A",2.4,3.4,2.8,"0-2","1-2"
"10511","E3",2010-10-09,"Bury","Accrington",3,0,"H",2,0,"H",1.91,3.4,4,"2-0","3-0"
"10512","E3",2010-10-09,"Cheltenham","Northampton",1,0,"H",0,0,"D",2.38,3.4,2.88,"0-0","1-0"
"10513","E3",2010-10-09,"Chesterfield","Southend",2,1,"H",1,1,"D",1.8,3.5,4.5,"1-1","2-1"
"10514","E3",2010-10-09,"Crewe","Torquay",3,3,"D",1,2,"A",2.25,3.5,3,"1-2","3-3"
"10515","E3",2010-10-09,"Gillingham","Stockport",2,1,"H",2,0,"H",1.8,3.5,4.5,"2-0","2-1"
"10516","E3",2010-10-09,"Hereford","Port Vale",1,1,"D",1,1,"D",4.33,3.4,1.83,"1-1","1-1"
"10517","E3",2010-10-09,"Lincoln","Macclesfield",2,1,"H",1,0,"H",2.38,3.4,2.88,"1-0","2-1"
"10518","E3",2010-10-09,"Morecambe","Shrewsbury",1,0,"H",0,0,"D",2.7,3.4,2.5,"0-0","1-0"
"10519","E3",2010-10-09,"Oxford","Aldershot",0,1,"A",0,0,"D",1.91,3.4,4,"0-0","0-1"
"10520","E3",2010-10-09,"Rotherham","Stevenage",1,1,"D",1,0,"H",1.91,3.6,3.75,"1-0","1-1"
"10521","E3",2010-10-16,"Accrington","Rotherham",2,3,"A",1,1,"D",2.6,3.4,2.6,"1-1","2-3"
"10522","E3",2010-10-16,"Aldershot","Morecambe",2,1,"H",2,0,"H",1.91,3.5,3.75,"2-0","2-1"
